location,lat,long,alt,year,bloom_date,bloom_doy
18536,40.866119,-73.879341,25,2019,2019-04-03,93
18536,40.866119,-73.879341,25,2022,2022-04-07,97
18536,40.866119,-73.879341,25,2023,2023-04-09,99
19941,38.451824,-87.360291,160,2015,2015-04-08,98
25451,35.177742,-80.848755,197,2017,2017-03-28,87
25451,35.177742,-80.848755,197,2018,2018-03-23,82
28788,38.984661,-76.93821,24,2018,2018-04-02,92
28790,38.991508,-76.950378,40,2018,2018-04-10,100
28793,38.983994,-76.935974,21,2018,2018-03-27,86
28796,38.984314,-76.940369,38,2018,2018-04-03,93
28797,38.982372,-76.939468,31,2018,2018-04-01,91
28791,38.992157,-76.943802,37,2018,2018-03-06,65
28918,38.988239,-76.943115,40,2018,2018-03-13,72
28752,38.985867,-76.947266,51,2018,2018-04-02,92
28923,38.986008,-76.938278,26,2018,2018-04-03,93
28933,38.989643,-76.940872,26,2018,2018-03-13,72
28934,38.984295,-76.944366,50,2018,2018-04-03,93
28954,38.98613,-76.938805,26,2018,2018-04-03,93
36676,37.987316,-84.401337,309,2020,2020-03-18,78
37620,35.89801,-86.415253,170,2020,2020-03-23,83
37660,40.201962,-75.535255,60,2020,2020-04-13,104
43087,29.531181,106.512856,288,2021,2021-03-11,70
43604,40.94595,-74.017372,7,2021,2021-04-04,94
43923,47.657265,-122.307213,50,2021,2021-04-08,98
43987,47.208603,-122.473312,90,2021,2021-04-12,102
43969,44.567272,-123.26693,69,2021,2021-04-16,106
9044,44.272942,-73.947464,500,2014,2014-05-23,143
9044,44.272942,-73.947464,500,2015,2015-05-18,138
8901,35.590618,-83.470062,1794,2014,2014-05-14,134
8901,35.590618,-83.470062,1794,2015,2015-05-15,135
8901,35.590618,-83.470062,1794,2016,2016-05-17,138
8901,35.590618,-83.470062,1794,2017,2017-05-18,138
8901,35.590618,-83.470062,1794,2019,2019-05-17,137
8901,35.590618,-83.470062,1794,2021,2021-05-28,148
11837,35.562538,-83.497864,2017,2014,2014-06-01,152
11837,35.562538,-83.497864,2017,2015,2015-05-22,142
11837,35.562538,-83.497864,2017,2017,2017-05-18,138
11837,35.562538,-83.497864,2017,2019,2019-05-17,137
11610,47.279659,-92.168053,445,2018,2018-05-28,148
11610,47.279659,-92.168053,445,2019,2019-06-09,160
23676,46.996738,-94.696556,430,2017,2017-05-09,129
23676,46.996738,-94.696556,430,2018,2018-05-16,136
23676,46.996738,-94.696556,430,2019,2019-05-28,148
27269,48.168194,-90.879684,436,2018,2018-05-27,147
38032,44.863602,-78.285202,369,2020,2020-05-20,141
38032,44.863602,-78.285202,369,2021,2021-05-12,132
38032,44.863602,-78.285202,369,2022,2022-05-14,134
38032,44.863602,-78.285202,369,2023,2023-05-08,128
43621,35.572201,-82.626099,651,2021,2021-03-28,87
44183,40.060658,-85.999557,239,2021,2021-04-22,112
1904,47.143215,-93.431,394,2022,2022-05-26,146
1904,47.143215,-93.431,394,2023,2023-05-17,137
33980,44.929199,-93.164223,288,2019,2019-05-20,140
38575,39.756115,-105.030197,1624,2020,2020-04-25,116
42591,39.140896,-86.5159,240,2021,2021-04-06,96
42580,39.693493,-105.081024,1686,2021,2021-05-10,130
43004,38.590019,-121.305397,27,2021,2021-03-21,80
46742,35.485901,-82.997948,820,2022,2022-04-19,109
