name,datetime,tempmax,tempmin,temp,dew,humidity,precip,precipprob,precipcover,snowdepth,windgust,windspeed,windspeedmax,windspeedmean,windspeedmin,sealevelpressure,cloudcover,solarradiation,solarenergy,uvindex,sunrise,sunset,source
"38.8853,-77.0386",1990-01-21,15.6,6.3,9.6,4.5,73.8,0.08,100,4.17,,,31.6,31.6,15.2,5,1008,87.8,,,,1990-01-21T07:22:38,1990-01-21T17:16:45,obs
"38.8853,-77.0386",1990-01-22,11.1,-0.6,6.4,-0.7,62.9,0,0,0,,,20.6,20.6,12.6,4.2,1012.3,63,,,,1990-01-22T07:22:04,1990-01-22T17:17:52,obs
"38.8853,-77.0386",1990-01-23,11.7,1.9,7,0.2,63.8,0,0,0,,,24.5,24.5,13,7.1,1018.2,74.6,,,,1990-01-23T07:21:27,1990-01-23T17:19:01,obs
"38.8853,-77.0386",1990-01-24,15.5,7.8,10.6,5.1,69.2,0.298,100,8.33,,,22.8,22.8,15.8,5.2,1014.7,99.8,,,,1990-01-24T07:20:49,1990-01-24T17:20:09,obs
"38.8853,-77.0386",1990-01-25,13.8,8.9,10.9,10.4,97,22.875,100,83.33,,,25.6,25.6,14.1,5.6,1010.6,100,,,,1990-01-25T07:20:09,1990-01-25T17:21:18,obs
"38.8853,-77.0386",1990-01-26,13.8,1,4.7,-0.5,71,12.703,100,50,,,31.1,31.1,20.7,10.3,1012.5,73.3,,,,1990-01-26T07:19:27,1990-01-26T17:22:27,obs
"38.8853,-77.0386",1990-01-27,10.7,-1.4,4.5,-2.9,59.8,0.094,100,4.17,,,24.8,24.8,15.7,6.8,1026.1,34.2,,,,1990-01-27T07:18:43,1990-01-27T17:23:37,obs
"38.8853,-77.0386",1990-01-28,16,3.3,8.2,-1.5,51.6,0,0,0,,,27.4,27.4,16,4.9,1024.3,67.8,,,,1990-01-28T07:17:57,1990-01-28T17:24:46,obs
"38.8853,-77.0386",1990-01-29,9.3,4.9,6.1,1.3,73.6,13.698,100,45.83,,,30.6,30.6,14.5,4.6,1013.7,98.6,,,,1990-01-29T07:17:09,1990-01-29T17:25:56,obs
"38.8853,-77.0386",1990-01-30,9.9,5,6.9,-1.2,57.3,0.584,100,8.33,,,36.8,36.8,16.9,0.2,1014.8,77.7,,,,1990-01-30T07:16:20,1990-01-30T17:27:06,obs
"38.8853,-77.0386",1990-01-31,13.3,1.3,6.8,-1.3,60.2,0,0,0,,,17.8,17.8,8.4,0.4,1024.6,11.1,,,,1990-01-31T07:15:29,1990-01-31T17:28:16,obs
"38.8853,-77.0386",1990-02-01,15.1,0.8,7.6,0.5,64.5,0,0,0,,,21.2,21.2,11.5,3.4,1023.3,61.4,,,,1990-02-01T07:14:36,1990-02-01T17:29:25,obs
"38.8853,-77.0386",1990-02-02,22,8.4,12.7,7.1,69.1,0,0,0,,,19.6,19.6,10,3.5,1014.1,94.1,,,,1990-02-02T07:13:42,1990-02-02T17:30:35,obs
"38.8853,-77.0386",1990-02-03,11.8,6.1,7.8,6.5,91.9,5.545,100,25,,,19.2,19.2,11.8,3.3,1021.2,83.2,,,,1990-02-03T07:12:46,1990-02-03T17:31:45,obs
"38.8853,-77.0386",1990-02-04,9.4,3.8,7.1,5.4,90,2.365,100,45.83,,,36.6,36.6,17.6,7,1009.4,93,,,,1990-02-04T07:11:48,1990-02-04T17:32:55,obs
"38.8853,-77.0386",1990-02-05,8.8,-1,3.4,-3.7,61,0,0,0,,,31.5,31.5,16,8.5,1023.4,0.6,,,,1990-02-05T07:10:49,1990-02-05T17:34:05,obs
"38.8853,-77.0386",1990-02-06,15.3,1.1,6.6,-0.9,60.4,0,0,0,,,17.2,17.2,13.3,0.4,1022.3,43,,,,1990-02-06T07:09:49,1990-02-06T17:35:14,obs
"38.8853,-77.0386",1990-02-07,13.3,6.6,10,3.9,65.9,0.966,100,12.5,,,30.4,30.4,14.3,3.8,1018.1,63.4,,,,1990-02-07T07:08:46,1990-02-07T17:36:24,obs
"38.8853,-77.0386",1990-02-08,14.3,3.4,8.9,4,72.4,0,0,0,,,19.5,19.5,12.4,0.1,1023.2,8.2,,,,1990-02-08T07:07:43,1990-02-08T17:37:33,obs
"38.8853,-77.0386",1990-02-09,18.3,8.3,13.1,7.7,70.2,0.269,100,8.33,14,,26.5,26.5,19.8,10.1,1013.8,83.3,,,,1990-02-09T07:06:38,1990-02-09T17:38:42,obs
"38.8853,-77.0386",1990-02-10,17.1,3.3,10.7,6.3,75.6,12.227,100,50,,,41.8,41.8,22.5,14.1,1004.7,81.6,,,,1990-02-10T07:05:31,1990-02-10T17:39:51,obs
"38.8853,-77.0386",1990-02-11,8.8,-0.2,4.7,-3.3,57.6,0.442,100,4.17,,,21,21,11.3,3.6,1013.2,60.3,,,,1990-02-11T07:04:23,1990-02-11T17:41:00,obs
"38.8853,-77.0386",1990-02-12,8.4,2,5.2,-2.4,60.4,0.026,100,8.33,,,28.7,28.7,16.3,0.1,1018.6,31.5,,,,1990-02-12T07:03:14,1990-02-12T17:42:08,obs
"38.8853,-77.0386",1990-02-13,17.8,1,9.7,0.5,56.6,0,0,0,,,33.8,33.8,20.3,3.4,1020.1,81.8,,,,1990-02-13T07:02:04,1990-02-13T17:43:17,obs
"38.8853,-77.0386",1990-02-14,22.2,8.3,14.9,5.5,54.6,0,0,0,,,27.7,27.7,17.5,5.9,1018.2,94.6,,,,1990-02-14T07:00:52,1990-02-14T17:44:25,obs
"38.8853,-77.0386",1990-02-15,11.1,5.6,8.2,5.9,85.2,0.296,100,8.33,,,19.3,19.3,12,0.3,1019.8,92.5,,,,1990-02-15T06:59:39,1990-02-15T17:45:32,obs
"38.8853,-77.0386",1990-02-16,19.2,8.3,15.1,13.3,89.5,1.976,100,41.67,,,30.4,30.4,20,0.7,1010.8,96,,,,1990-02-16T06:58:25,1990-02-16T17:46:40,obs
"38.8853,-77.0386",1990-02-17,16.9,0.9,8.1,-3.2,45.5,0,0,0,,,39.4,39.4,25.3,13.5,1024,29.5,,,,1990-02-17T06:57:10,1990-02-17T17:47:47,obs
"38.8853,-77.0386",1990-02-18,7.1,-1.5,2.9,-4.7,57.6,0,0,0,,,23,23,16.3,8.3,1034.9,78.2,,,,1990-02-18T06:55:53,1990-02-18T17:48:54,obs
"38.8853,-77.0386",1990-02-19,17,5.6,9.9,-0.6,56.7,0.056,100,8.33,,,28.7,28.7,19.6,8.7,1019,96,,,,1990-02-19T06:54:36,1990-02-19T17:50:00,obs
"38.8853,-77.0386",1990-02-20,6.6,0,3.2,-11.6,33.4,0,0,0,,,28.5,28.5,20,6.7,1031.7,34.8,,,,1990-02-20T06:53:17,1990-02-20T17:51:06,obs
"38.8853,-77.0386",1990-02-21,11,-2.5,4.2,-4.7,55,0,0,0,,,22.9,22.9,13.5,4.8,1035.6,27.9,,,,1990-02-21T06:51:58,1990-02-21T17:52:12,obs
"38.8853,-77.0386",1990-02-22,15.6,4,9.7,7.7,87.6,7.25,100,29.17,,,28.4,28.4,14.7,6.7,1019.5,85,,,,1990-02-22T06:50:37,1990-02-22T17:53:18,obs
"38.8853,-77.0386",1990-02-23,18.3,8.7,15.6,12,79.4,2.434,100,20.83,,,34.4,34.4,25.7,16.3,1002.8,99.8,,,,1990-02-23T06:49:16,1990-02-23T17:54:23,obs
"38.8853,-77.0386",1990-02-24,8.7,1.6,5.7,-3.5,52.1,0.172,100,20.83,,,36.3,36.3,25,12.9,1005.9,79.1,,,,1990-02-24T06:47:54,1990-02-24T17:55:28,obs
"38.8853,-77.0386",1990-02-25,0,-7.2,-4.1,-18.4,32.3,0,0,0,,,44.9,44.9,31.4,22.9,1030.6,21.2,,,,1990-02-25T06:46:30,1990-02-25T17:56:33,obs
"38.8853,-77.0386",1990-02-26,-1,-10,-5.5,-16.9,41.4,0,0,0,,,25.9,25.9,16,8.5,1044.9,4.1,,,,1990-02-26T06:45:06,1990-02-26T17:57:37,obs
"38.8853,-77.0386",1990-02-27,4.4,-4.9,0.4,-4.8,68.5,0.294,100,8.33,,,30.5,30.5,16.1,3.3,1033.7,74.4,,,,1990-02-27T06:43:41,1990-02-27T17:58:41,obs
"38.8853,-77.0386",1990-02-28,10.6,-0.6,5.1,-4.2,54.5,0,0,0,,,28.4,28.4,17.2,4.9,1028.8,40.9,,,,1990-02-28T06:42:16,1990-02-28T17:59:45,obs
"38.8853,-77.0386",1990-03-01,7.2,-1.3,3,-9.2,41.9,0,0,0,,,21.3,21.3,15.2,7.6,1030.5,29.2,,,,1990-03-01T06:40:49,1990-03-01T18:00:48,obs
"38.8853,-77.0386",1990-03-02,10,1.1,6.2,2.4,77.8,1.453,100,45.83,,,23.2,23.2,16.8,12.8,1018.2,85.8,,,,1990-03-02T06:39:22,1990-03-02T18:01:51,obs
"38.8853,-77.0386",1990-03-03,15.5,6.6,10.6,4.3,69.4,0.406,100,16.67,,,23.8,23.8,12.2,0.3,1010.3,83.2,,,,1990-03-03T06:37:55,1990-03-03T18:02:54,obs
"38.8853,-77.0386",1990-03-04,6.1,-2.1,2,-9.5,43,0,0,0,,,36.6,36.6,18.4,4.4,1022,13.3,,,,1990-03-04T06:36:26,1990-03-04T18:03:56,obs
"38.8853,-77.0386",1990-03-05,12,-1.1,5.1,-2.2,60.6,0,0,0,,,21.9,21.9,11.8,0.1,1028,33.9,,,,1990-03-05T06:34:57,1990-03-05T18:04:58,obs
"38.8853,-77.0386",1990-03-06,10.5,1.2,5.2,0.4,72.2,0,0,0,,,27.3,27.3,15.9,2,1030.8,97.6,,,,1990-03-06T06:33:28,1990-03-06T18:06:00,obs
"38.8853,-77.0386",1990-03-07,4.2,-5.4,-0.5,-13.6,37.9,0,0,0,,,30.4,30.4,16.3,5.7,1043.1,15.7,,,,1990-03-07T06:31:58,1990-03-07T18:07:02,obs
"38.8853,-77.0386",1990-03-08,8.4,-4.1,2.2,-8.4,47.7,0,0,0,,,19.4,19.4,11.4,4.9,1037.4,82.6,,,,1990-03-08T06:30:27,1990-03-08T18:08:03,obs
"38.8853,-77.0386",1990-03-09,18.7,3.8,9.8,2.9,62.8,0.296,100,20.83,,,19.3,19.3,12.2,0.4,1023.7,85.3,,,,1990-03-09T06:28:56,1990-03-09T18:09:04,obs
"38.8853,-77.0386",1990-03-10,20.4,8.2,12.9,8.8,78.3,0.059,100,4.17,,,23.1,23.1,10.1,3.6,1024.1,65.5,,,,1990-03-10T06:27:24,1990-03-10T18:10:05,obs
"38.8853,-77.0386",1990-03-11,20.7,9.2,13.9,10.5,81.5,0.296,100,8.33,,,12.3,12.3,7.4,3.3,1022.9,89,,,,1990-03-11T06:25:53,1990-03-11T18:11:05,obs
"38.8853,-77.0386",1990-03-12,31.1,11.1,19.7,12,67.2,0,0,0,,,25.4,25.4,12.9,0.1,1020.4,76.2,,,,1990-03-12T06:24:20,1990-03-12T18:12:06,obs
"38.8853,-77.0386",1990-03-13,30,14.6,22.8,11.7,51.7,0,0,0,,,21.5,21.5,14.8,7.3,1019.3,67.7,,,,1990-03-13T06:22:48,1990-03-13T18:13:06,obs
"38.8853,-77.0386",1990-03-14,29.3,13.8,21.2,11.3,56.5,0,0,0,,,21.5,21.5,10.6,0.2,1017.5,71.4,,,,1990-03-14T06:21:15,1990-03-14T18:14:06,obs
"38.8853,-77.0386",1990-03-15,26.6,16.2,20.7,13.4,64.1,0,0,0,,,28.5,28.5,20.6,14.2,1019.1,86.4,,,,1990-03-15T06:19:41,1990-03-15T18:15:05,obs
"38.8853,-77.0386",1990-03-16,26.6,17.2,20.7,16.4,77.5,0.732,100,8.33,,,35.6,35.6,18.8,8.5,1017.3,97.3,,,,1990-03-16T06:18:08,1990-03-16T18:16:05,obs
"38.8853,-77.0386",1990-03-17,22.1,12.1,18.2,15.6,84.9,31.888,100,50,,,41,41,19.5,0.2,1008.2,98.9,,,,1990-03-17T06:16:34,1990-03-17T18:17:04,obs
"38.8853,-77.0386",1990-03-18,17.8,11,13.6,0.5,45.5,1.414,100,12.5,,,29,29,19.5,9,1014.4,63.1,,,,1990-03-18T06:15:00,1990-03-18T18:18:03,obs
"38.8853,-77.0386",1990-03-19,17.8,6.6,12,2.2,52.7,0.274,100,4.17,,,34.3,34.3,19.9,7,1021.1,97.9,,,,1990-03-19T06:13:26,1990-03-19T18:19:02,obs
"38.8853,-77.0386",1990-03-20,5.6,1.2,3.1,-1.4,73.6,3.019,100,50,,,33.2,33.2,27.6,17.1,1018.9,99.7,,,,1990-03-20T06:11:52,1990-03-20T18:20:01,obs
"38.8853,-77.0386",1990-03-21,13.8,1.6,7.2,-4.6,44.4,0,0,0,,,32.5,32.5,21.6,8.8,1023.3,19.1,,,,1990-03-21T06:10:18,1990-03-21T18:21:00,obs
"38.8853,-77.0386",1990-03-22,20.5,3.3,12.6,1.3,49.6,0,0,0,,,30.9,30.9,18.5,0.3,1023.5,31.8,,,,1990-03-22T06:08:43,1990-03-22T18:21:58,obs
"38.8853,-77.0386",1990-03-23,21.6,7.8,15.2,1.9,41.7,0,0,0,,,36.1,36.1,23.4,13.1,1020.4,60.2,,,,1990-03-23T06:07:09,1990-03-23T18:22:57,obs
"38.8853,-77.0386",1990-03-24,7.1,0.1,2.8,-1.7,75.4,5.478,100,41.67,3.5,,28.3,28.3,17.3,7.2,1029.6,99.9,,,,1990-03-24T06:05:34,1990-03-24T18:23:55,obs
"38.8853,-77.0386",1990-03-25,8.2,1.6,4.2,0.9,79.8,2.493,100,20.83,5.2,,17.9,17.9,10.9,3.3,1027.6,85.6,,,,1990-03-25T06:04:00,1990-03-25T18:24:53,obs
"38.8853,-77.0386",1990-03-26,12.1,1.1,7.2,-2.5,54.5,0,0,0,,,27,27,15.8,4.9,1025.7,50.1,,,,1990-03-26T06:02:26,1990-03-26T18:25:51,obs
"38.8853,-77.0386",1990-03-27,8.4,0.9,4.7,-7.3,42.9,0,0,0,,,21.4,21.4,15,5,1029.9,12.5,,,,1990-03-27T06:00:51,1990-03-27T18:26:49,obs
"38.8853,-77.0386",1990-03-28,12.1,-0.2,6.8,-2,55.6,0,0,0,,,24.9,24.9,13.1,3.5,1031.2,62.6,,,,1990-03-28T05:59:17,1990-03-28T18:27:47,obs
"38.8853,-77.0386",1990-03-29,10,6.1,7.7,2.9,72.3,1.134,100,33.33,,,23.5,23.5,15.8,5.6,1031.2,100,,,,1990-03-29T05:57:43,1990-03-29T18:28:45,obs
"38.8853,-77.0386",1990-03-30,8.2,6.1,6.9,5.7,91.9,6.412,100,62.5,,,22,22,18.1,10.7,1024.4,100,,,,1990-03-30T05:56:09,1990-03-30T18:29:43,obs
"38.8853,-77.0386",1990-03-31,10,6.1,8.1,6.8,91.5,9.799,100,37.5,,,10.8,10.8,8.1,3.4,1017.9,100,,,,1990-03-31T05:54:36,1990-03-31T18:30:40,obs
"38.8853,-77.0386",1990-04-01,13.3,8.3,10.4,8.7,89.6,8.323,100,8.33,,,18,18,10.3,5.1,1015.2,100,,,,1990-04-01T06:53:02,1990-04-01T19:31:38,obs
"38.8853,-77.0386",1990-04-02,18.6,10,12.4,11,91.6,13.33,100,25,,,27,27,14.1,7.1,1010.5,90.7,,,,1990-04-02T06:51:29,1990-04-02T19:32:36,obs
"38.8853,-77.0386",1990-04-03,12.7,6.1,9.9,3.3,65,1.268,100,29.17,,,31.3,31.3,24.5,14.2,1004.3,87.6,,,,1990-04-03T06:49:56,1990-04-03T19:33:34,obs
"38.8853,-77.0386",1990-04-04,10.6,2.9,6.4,0,64.7,0.619,100,20.83,,,32.9,32.9,22.7,14.8,1000,87.3,,,,1990-04-04T06:48:24,1990-04-04T19:34:31,obs
"38.8853,-77.0386",1990-04-05,17.9,6.7,12.1,-0.3,45.3,0,0,0,,,25.3,25.3,18,7.1,1006.4,44.9,,,,1990-04-05T06:46:51,1990-04-05T19:35:29,obs
"38.8853,-77.0386",1990-04-06,11.6,2.1,7.3,2.9,75.7,11.199,100,58.33,,,24.9,24.9,16.7,7.4,1014.5,99.2,,,,1990-04-06T06:45:19,1990-04-06T19:36:27,obs
"38.8853,-77.0386",1990-04-07,8.3,1.2,4.7,-0.8,71.3,5.477,100,37.5,7,,31,31,18.9,10.8,1017.7,74.3,,,,1990-04-07T06:43:48,1990-04-07T19:37:24,obs
"38.8853,-77.0386",1990-04-08,13.3,-0.6,6.7,-4.7,47.3,0,0,0,,,26.9,26.9,15.8,5.1,1026.8,8.2,,,,1990-04-08T06:42:17,1990-04-08T19:38:22,obs
"38.8853,-77.0386",1990-04-09,18.3,0.9,10.4,-0.1,52.9,0,0,0,,,30.8,30.8,17.1,1.4,1030.5,30.9,,,,1990-04-09T06:40:46,1990-04-09T19:39:20,obs
"38.8853,-77.0386",1990-04-10,20,11.1,15.4,9.1,66.5,0,0,0,,,39.9,39.9,27.6,19.8,1017.4,93.9,,,,1990-04-10T06:39:16,1990-04-10T19:40:17,obs
"38.8853,-77.0386",1990-04-11,18.8,7.8,13.3,4.3,56.1,0.729,100,20.83,,,37.8,37.8,28.2,14.9,1009,53.2,,,,1990-04-11T06:37:47,1990-04-11T19:41:15,obs
"38.8853,-77.0386",1990-04-12,10.6,3.2,7.3,-4.2,45.2,0,0,0,,,27.4,27.4,19.8,9.1,1021.3,33,,,,1990-04-12T06:36:18,1990-04-12T19:42:13,obs
"38.8853,-77.0386",1990-04-13,12.2,-0.1,6.7,-3.5,50.5,0,0,0,,,24.6,24.6,12,5.2,1031,14.7,,,,1990-04-13T06:34:49,1990-04-13T19:43:11,obs
"38.8853,-77.0386",1990-04-14,18.4,4.9,11.1,4.9,67.1,0.462,100,8.33,,,36.2,36.2,17.9,9,1025.3,84.3,,,,1990-04-14T06:33:21,1990-04-14T19:44:08,obs
"38.8853,-77.0386",1990-04-15,19.9,11.6,15,11.2,80.3,26.054,100,41.67,,,15.7,15.7,9.4,3.3,1014.9,80.4,,,,1990-04-15T06:31:54,1990-04-15T19:45:06,obs
"38.8853,-77.0386",1990-04-16,20.6,8.6,15.3,6.6,58.2,0,0,0,,,25.1,25.1,11.6,5,1015.9,33.9,,,,1990-04-16T06:30:28,1990-04-16T19:46:04,obs
"38.8853,-77.0386",1990-04-17,21.7,7.1,12.6,6.7,68.5,3.203,100,20.83,,,36.7,36.7,22.7,13.2,1013.8,83.7,,,,1990-04-17T06:29:02,1990-04-17T19:47:02,obs
"38.8853,-77.0386",1990-04-18,12.8,2.8,7.8,-5,41.4,0,0,0,,,25.5,25.5,18.5,10.3,1030,6,,,,1990-04-18T06:27:37,1990-04-18T19:48:00,obs
"38.8853,-77.0386",1990-04-19,17.1,2.7,10.5,-0.4,49.9,0,0,0,,,23.7,23.7,14.2,5,1036.6,55.5,,,,1990-04-19T06:26:13,1990-04-19T19:48:58,obs
"38.8853,-77.0386",1990-04-20,18.3,9.9,13.6,7.8,68.3,0,0,0,,,27.1,27.1,20.4,14.1,1030.7,99.6,,,,1990-04-20T06:24:49,1990-04-20T19:49:56,obs
"38.8853,-77.0386",1990-04-21,18.3,13.7,16.1,13.5,84.8,4.872,100,50,,,21.8,21.8,14,9.5,1018,95,,,,1990-04-21T06:23:27,1990-04-21T19:50:54,obs
"38.8853,-77.0386",1990-04-22,22,9.2,15.6,8.4,64.7,0,0,0,,,17.7,17.7,11.8,5.4,1019.4,14.3,,,,1990-04-22T06:22:05,1990-04-22T19:51:52,obs
"38.8853,-77.0386",1990-04-23,28.2,10,19,6.9,53.5,0,0,0,,,16,16,10.1,0.7,1017.7,5.1,,,,1990-04-23T06:20:44,1990-04-23T19:52:49,obs
"38.8853,-77.0386",1990-04-24,27.1,11.6,19.2,10.6,58.9,0,0,0,,,21.7,21.7,12.1,5.2,1018.6,58.5,,,,1990-04-24T06:19:24,1990-04-24T19:53:47,obs
"38.8853,-77.0386",1990-04-25,28.7,11.1,18.8,12.8,70.3,0,0,0,,,20,20,12.8,5.1,1018.8,63.2,,,,1990-04-25T06:18:05,1990-04-25T19:54:45,obs
"38.8853,-77.0386",1990-04-26,32.8,18.5,25.6,16.1,59.1,0,0,0,,,22.1,22.1,12.7,5.2,1014.9,5.2,,,,1990-04-26T06:16:47,1990-04-26T19:55:43,obs
"38.8853,-77.0386",1990-04-27,33.2,18.2,25.3,16.4,61.4,0,0,0,,,17.5,17.5,8.5,0.1,1014.7,27.4,,,,1990-04-27T06:15:29,1990-04-27T19:56:41,obs
"38.8853,-77.0386",1990-04-28,30.5,19.1,24.6,15.1,58.9,0,0,0,,,25.5,25.5,14.8,5.2,1012.6,53.5,,,,1990-04-28T06:14:13,1990-04-28T19:57:39,obs
"38.8853,-77.0386",1990-04-29,22.8,14.3,18.4,15.3,82.9,23.959,100,37.5,,,30.5,30.5,16.5,8.8,1014.3,94.2,,,,1990-04-29T06:12:58,1990-04-29T19:58:37,obs
"38.8853,-77.0386",1990-04-30,18.8,13.8,15.8,14,89.1,3.12,100,50,,,17.5,17.5,12,5.7,1014.9,97.2,,,,1990-04-30T06:11:45,1990-04-30T19:59:35,obs
"38.8853,-77.0386",1990-05-01,26.1,13.2,18.9,15,80,0.295,100,4.17,,,17.5,17.5,9.5,0.1,1013.8,83.2,,,,1990-05-01T06:10:32,1990-05-01T20:00:32,obs
"38.8853,-77.0386",1990-05-02,20.6,15,18.2,5.3,43.6,0,0,0,,,28.2,28.2,17.5,0.1,1020.4,95,,,,1990-05-02T06:09:20,1990-05-02T20:01:30,obs
"38.8853,-77.0386",1990-05-03,19.3,14.3,16.2,7.4,56.5,0,0,0,,,19.7,19.7,13.4,5,1027.6,99.8,,,,1990-05-03T06:08:10,1990-05-03T20:02:27,obs
"38.8853,-77.0386",1990-05-04,15.6,13,14,11.1,82.7,3.402,100,41.67,,,19.8,19.8,12.7,1.7,1021.3,99.7,,,,1990-05-04T06:07:01,1990-05-04T20:03:24,obs
"38.8853,-77.0386",1990-05-05,23.4,12.2,17.1,13.3,79.9,17.141,100,20.83,,,30.8,30.8,13.4,3.5,1004.2,89.9,,,,1990-05-05T06:05:53,1990-05-05T20:04:21,obs
"38.8853,-77.0386",1990-05-06,20,10.7,15.3,5.7,54.2,0,0,0,,,25.6,25.6,19.4,10.8,1009.9,54,,,,1990-05-06T06:04:46,1990-05-06T20:05:18,obs
"38.8853,-77.0386",1990-05-07,23.3,10.6,17.2,5.4,47.7,0,0,0,,,24.7,24.7,18.2,9,1015.4,31.3,,,,1990-05-07T06:03:41,1990-05-07T20:06:15,obs
"38.8853,-77.0386",1990-05-08,26.7,12.8,20,10.5,56.5,0,0,0,,,23.6,23.6,15.8,9.3,1017.9,22.2,,,,1990-05-08T06:02:37,1990-05-08T20:07:12,obs
"38.8853,-77.0386",1990-05-09,26.2,15,20.7,13,63,0.456,100,4.17,,,36.1,36.1,17.9,7.1,1016.4,97,,,,1990-05-09T06:01:34,1990-05-09T20:08:08,obs
"38.8853,-77.0386",1990-05-10,21.6,15.6,18,15.7,87.2,42.012,100,83.33,,,34.4,34.4,22.5,9.3,1004.4,99,,,,1990-05-10T06:00:33,1990-05-10T20:09:04,obs
"38.8853,-77.0386",1990-05-11,21.6,9.4,15.7,2.7,44.4,0.885,100,8.33,,,28.7,28.7,21.6,12.5,1013.4,21.8,,,,1990-05-11T05:59:33,1990-05-11T20:10:00,obs
"38.8853,-77.0386",1990-05-12,16.1,9.3,13.5,6.3,62.6,0.004,100,4.17,,,25.2,25.2,15.2,7.1,1024.6,77.3,,,,1990-05-12T05:58:34,1990-05-12T20:10:55,obs
