name,datetime,tempmax,tempmin,temp,dew,humidity,precip,precipprob,precipcover,snowdepth,windgust,windspeed,windspeedmax,windspeedmean,windspeedmin,sealevelpressure,cloudcover,solarradiation,solarenergy,uvindex,sunrise,sunset,source
"34.19777778,132.5530556",2000-01-17,11.6,4.8,8.4,4.2,75.6,0.008,100,4.17,,,11.2,11.2,6.9,1.8,1013,71.8,,,,2000-01-17T07:15:22,2000-01-17T17:24:02,obs
"34.19777778,132.5530556",2000-01-18,10.9,6.9,8.8,0.7,57.1,0.038,100,8.33,,,23.7,23.7,13.6,6.1,1013.9,48.9,,,,2000-01-18T07:15:05,2000-01-18T17:24:59,obs
"34.19777778,132.5530556",2000-01-19,9.5,3.4,6.6,-0.7,60.3,0.053,100,8.33,,,16.6,16.6,9.7,0.6,1014.1,67.8,,,,2000-01-19T07:14:46,2000-01-19T17:25:57,obs
"34.19777778,132.5530556",2000-01-20,4,-0.2,2.1,-6,55.6,0.05,100,8.33,,,25.8,25.8,15.3,9.3,1023.3,65.2,,,,2000-01-20T07:14:26,2000-01-20T17:26:56,obs
"34.19777778,132.5530556",2000-01-21,5.5,-0.2,2.2,-5.3,57.9,0.05,100,8.33,,,14.6,14.6,9.7,5.7,1031.1,66.7,,,,2000-01-21T07:14:03,2000-01-21T17:27:54,obs
"34.19777778,132.5530556",2000-01-22,6.5,2,4.4,-4,54.3,0.038,100,8.33,,,12.6,12.6,7.4,2.1,1031.1,85.1,,,,2000-01-22T07:13:39,2000-01-22T17:28:53,obs
"34.19777778,132.5530556",2000-01-23,9.7,4.1,5.8,4,88.1,14.266,100,8.33,,,10.8,10.8,5.1,0.3,1021.4,92.7,,,,2000-01-23T07:13:13,2000-01-23T17:29:53,obs
"34.19777778,132.5530556",2000-01-24,12,7.8,9.3,5.6,79,2.013,100,8.33,,,20.1,20.1,7.3,2.2,1021.1,86.3,,,,2000-01-24T07:12:46,2000-01-24T17:30:52,obs
"34.19777778,132.5530556",2000-01-25,9.1,4.8,6.6,2,72.6,1.015,100,8.33,,,16.5,16.5,8.3,3.6,1018.5,78.6,,,,2000-01-25T07:12:16,2000-01-25T17:31:52,obs
"34.19777778,132.5530556",2000-01-26,5.1,1.4,3.5,-3.9,58.9,0.056,100,8.33,,,16.8,16.8,9.6,3.8,1019,79.7,,,,2000-01-26T07:11:45,2000-01-26T17:32:51,obs
"34.19777778,132.5530556",2000-01-27,5,0.6,2.4,-6.3,54,0.7,100,4.17,,,22.3,22.3,11.2,3.7,1023.7,62.7,,,,2000-01-27T07:11:12,2000-01-27T17:33:51,obs
"34.19777778,132.5530556",2000-01-28,7.8,-0.9,3.1,-3.6,62.4,0.019,100,4.17,,,11,11,7,2.3,1030,40,,,,2000-01-28T07:10:38,2000-01-28T17:34:51,obs
"34.19777778,132.5530556",2000-01-29,9.6,-0.2,4.8,-1.6,63.5,0,0,0,,,11,11,5.9,2.1,1030.9,45.2,,,,2000-01-29T07:10:02,2000-01-29T17:35:51,obs
"34.19777778,132.5530556",2000-01-30,9.3,5.8,7.7,-0.1,59,0.079,100,8.33,,,16.7,16.7,9.8,3.8,1026.2,89.7,,,,2000-01-30T07:09:24,2000-01-30T17:36:51,obs
"34.19777778,132.5530556",2000-01-31,6.1,1.2,4,-6,48.2,0.045,100,8.33,,,20.6,20.6,12.5,5.6,1027.9,54.3,,,,2000-01-31T07:08:44,2000-01-31T17:37:51,obs
"34.19777778,132.5530556",2000-02-01,7.1,0.4,4.2,-3.2,59.2,0.019,100,4.17,,,12.9,12.9,5.7,2,1026.7,58.1,,,,2000-02-01T07:08:03,2000-02-01T17:38:50,obs
"34.19777778,132.5530556",2000-02-02,9.6,3,6.6,-2.3,53.4,0.022,100,4.17,,,14.4,14.4,8.7,4,1025.1,51.9,,,,2000-02-02T07:07:21,2000-02-02T17:39:50,obs
"34.19777778,132.5530556",2000-02-03,9,2.3,5.9,-1.1,61,0.024,100,4.17,,,16.3,16.3,8.7,2.1,1022.4,82.9,,,,2000-02-03T07:06:37,2000-02-03T17:40:50,obs
"34.19777778,132.5530556",2000-02-04,9.6,4.8,6.7,-4.5,44.9,0.04,100,8.33,,,20.2,20.2,10.5,3.6,1025.3,54.7,,,,2000-02-04T07:05:51,2000-02-04T17:41:49,obs
"34.19777778,132.5530556",2000-02-05,10.3,1,6.2,-1.9,56.4,0.024,100,4.17,,,10.9,10.9,6.1,1.8,1024.5,49.8,,,,2000-02-05T07:05:04,2000-02-05T17:42:49,obs
"34.19777778,132.5530556",2000-02-06,8.5,5.4,7,4.1,82.2,18.876,100,8.33,,,12.5,12.5,5.5,0.1,1013.6,90.3,,,,2000-02-06T07:04:15,2000-02-06T17:43:48,obs
"34.19777778,132.5530556",2000-02-07,10.2,3.4,7.3,0.1,61.5,0,0,0,,,18.2,18.2,9.7,3.8,1011.4,74.9,,,,2000-02-07T07:03:25,2000-02-07T17:44:47,obs
"34.19777778,132.5530556",2000-02-08,7.9,-0.4,3.1,-3.4,63.3,0.796,100,8.33,,,31.6,31.6,19.9,11.4,1006.3,79.2,,,,2000-02-08T07:02:34,2000-02-08T17:45:45,obs
"34.19777778,132.5530556",2000-02-09,4.8,-0.1,2.2,-2.9,71,8.833,100,8.33,,,18.3,18.3,7.2,0.4,1016,58.4,,,,2000-02-09T07:01:41,2000-02-09T17:46:44,obs
"34.19777778,132.5530556",2000-02-10,8.8,-0.9,3.7,-1.2,71.2,0,0,0,,,16.3,16.3,8,3.8,1017.6,47.6,,,,2000-02-10T07:00:47,2000-02-10T17:47:42,obs
"34.19777778,132.5530556",2000-02-11,11.6,2.6,7.2,0.6,64.8,0.005,100,4.17,,,20.1,20.1,9.4,2.1,1015.6,55.6,,,,2000-02-11T06:59:51,2000-02-11T17:48:40,obs
"34.19777778,132.5530556",2000-02-12,11.8,2.1,6.6,1.4,70,0,0,0,,,18.2,18.2,7.5,2,1015.9,42.6,,,,2000-02-12T06:58:55,2000-02-12T17:49:37,obs
"34.19777778,132.5530556",2000-02-13,11.9,2.8,7.3,1.1,66,0,0,0,,,13,13,7.1,2.2,1015.5,50.4,,,,2000-02-13T06:57:57,2000-02-13T17:50:35,obs
"34.19777778,132.5530556",2000-02-14,11.3,6.3,8.9,2.4,64.5,0.019,100,4.17,,,24.1,24.1,10.7,3.6,1008.8,89.4,,,,2000-02-14T06:56:57,2000-02-14T17:51:32,obs
"34.19777778,132.5530556",2000-02-15,8,1,3.2,-6.1,51.5,0.058,100,8.33,,,30.9,30.9,18.9,11.2,1010,82,,,,2000-02-15T06:55:57,2000-02-15T17:52:28,obs
"34.19777778,132.5530556",2000-02-16,4,0.6,2.1,-6.8,52.3,0.045,100,8.33,,,22,22,13.3,7.4,1015,64.6,,,,2000-02-16T06:54:55,2000-02-16T17:53:25,obs
"34.19777778,132.5530556",2000-02-17,5.9,0,2.9,-5.4,56.2,0.05,100,8.33,,,18.7,18.7,10.4,3.9,1019.5,57,,,,2000-02-17T06:53:53,2000-02-17T17:54:21,obs
"34.19777778,132.5530556",2000-02-18,8.5,0.3,4.5,-6,48.4,0,0,0,,,16.7,16.7,10.8,2.2,1021.2,53.7,,,,2000-02-18T06:52:49,2000-02-18T17:55:16,obs
"34.19777778,132.5530556",2000-02-19,5.6,3.5,4.2,-2.2,64.5,2.973,100,4.17,,,10.9,10.9,5.7,2,1015.1,95.1,,,,2000-02-19T06:51:44,2000-02-19T17:56:12,obs
"34.19777778,132.5530556",2000-02-20,10.7,3.1,6.6,1.1,69.5,6.082,100,8.33,,,22.3,22.3,8.1,0.5,1007.1,84,,,,2000-02-20T06:50:38,2000-02-20T17:57:06,obs
"34.19777778,132.5530556",2000-02-21,8.3,3.1,5.4,-1.4,62.5,0.039,100,8.33,,,23.2,23.2,10,3.8,1013.3,69.1,,,,2000-02-21T06:49:31,2000-02-21T17:58:01,obs
"34.19777778,132.5530556",2000-02-22,7.8,0.8,3.9,-3,61.3,0.024,100,4.17,,,18,18,8.3,1.9,1018.7,73.3,,,,2000-02-22T06:48:24,2000-02-22T17:58:55,obs
"34.19777778,132.5530556",2000-02-23,9,0.8,4.5,-1.8,64.6,0,0,0,,,11.3,11.3,6.3,2,1019.7,78.7,,,,2000-02-23T06:47:15,2000-02-23T17:59:49,obs
"34.19777778,132.5530556",2000-02-24,8.3,2,4.9,-2.2,61.5,0.038,100,8.33,,,24.2,24.2,12,0.8,1018.2,55.4,,,,2000-02-24T06:46:05,2000-02-24T18:00:43,obs
"34.19777778,132.5530556",2000-02-25,6.3,1,3.6,-5,53.9,0.019,100,4.17,,,18,18,8,2.1,1021.2,86.7,,,,2000-02-25T06:44:54,2000-02-25T18:01:36,obs
"34.19777778,132.5530556",2000-02-26,8.1,2.6,4.9,-3.2,56.8,0.024,100,4.17,,,20.9,20.9,9.3,0.3,1014.1,75.8,,,,2000-02-26T06:43:43,2000-02-26T18:02:29,obs
"34.19777778,132.5530556",2000-02-27,7.8,1.8,4.5,-3.7,57.6,0.05,100,8.33,,,22.5,22.5,11,3.9,1019.4,56.4,,,,2000-02-27T06:42:31,2000-02-27T18:03:21,obs
"34.19777778,132.5530556",2000-02-28,8.8,1,5,-3.4,55.8,0.048,100,8.33,,,25.6,25.6,12.1,5.3,1019.5,73,,,,2000-02-28T06:41:18,2000-02-28T18:04:13,obs
"34.19777778,132.5530556",2000-02-29,7.1,-0.4,3.2,-4.2,58.9,0.692,100,4.17,,,14.8,14.8,7.4,3.6,1025.6,43.8,,,,2000-02-29T06:40:04,2000-02-29T18:05:05,obs
"34.19777778,132.5530556",2000-03-01,10.1,-0.2,4.9,-3.9,54.7,0,0,0,,,14.8,14.8,7,3.6,1026.6,20.2,,,,2000-03-01T06:38:50,2000-03-01T18:05:57,obs
"34.19777778,132.5530556",2000-03-02,13.1,1.8,7.3,0.6,62.6,0,0,0,,,18.3,18.3,7.3,2.3,1024.2,28.9,,,,2000-03-02T06:37:34,2000-03-02T18:06:48,obs
"34.19777778,132.5530556",2000-03-03,16,3.3,9.6,0.9,57.9,0,0,0,,,9.8,9.8,5.1,1.8,1023.4,71.6,,,,2000-03-03T06:36:19,2000-03-03T18:07:38,obs
"34.19777778,132.5530556",2000-03-04,11.4,7.8,9.1,7.6,90.7,26.884,100,8.33,,,7.4,7.4,3.8,0.2,1012.9,93.2,,,,2000-03-04T06:35:02,2000-03-04T18:08:29,obs
"34.19777778,132.5530556",2000-03-05,14.3,7.4,10.5,5.1,72.6,0.699,100,4.17,,,14.8,14.8,5.5,0.1,1011.7,86.9,,,,2000-03-05T06:33:45,2000-03-05T18:09:19,obs
"34.19777778,132.5530556",2000-03-06,14,4.9,9.5,2.7,63.4,0,0,0,,,15,15,6.2,1.9,1012.5,54.5,,,,2000-03-06T06:32:28,2000-03-06T18:10:09,obs
"34.19777778,132.5530556",2000-03-07,12.1,5.8,9.3,-4.1,41.3,0.019,100,4.17,,,22.3,22.3,13.6,5.4,1013.4,35.3,,,,2000-03-07T06:31:10,2000-03-07T18:10:59,obs
"34.19777778,132.5530556",2000-03-08,7.2,3.8,5.9,-7.2,40.4,0.019,100,4.17,,,23.3,23.3,13.7,5.4,1016.3,42.7,,,,2000-03-08T06:29:51,2000-03-08T18:11:48,obs
"34.19777778,132.5530556",2000-03-09,9.6,4,6.6,-6.7,39.4,0.7,100,4.17,,,18.6,18.6,11.9,3.7,1021.6,72.3,,,,2000-03-09T06:28:32,2000-03-09T18:12:37,obs
"34.19777778,132.5530556",2000-03-10,10.7,2.6,6.6,-2.2,54,0,0,0,,,16.7,16.7,7.2,2.1,1024.4,62.5,,,,2000-03-10T06:27:12,2000-03-10T18:13:26,obs
"34.19777778,132.5530556",2000-03-11,8,3.2,5.5,1.6,77.1,11.929,100,8.33,,,12.5,12.5,5.3,1.9,1016.9,95.3,,,,2000-03-11T06:25:53,2000-03-11T18:14:14,obs
"34.19777778,132.5530556",2000-03-12,10.3,3.6,6.5,3.4,81.1,6.114,100,8.33,,,9.2,9.2,5.3,0.3,1011.3,72.5,,,,2000-03-12T06:24:32,2000-03-12T18:15:03,obs
"34.19777778,132.5530556",2000-03-13,15,3.3,8.7,-1.4,55.8,0,0,0,,,20.5,20.5,8.8,3.8,1017.7,29.2,,,,2000-03-13T06:23:12,2000-03-13T18:15:51,obs
"34.19777778,132.5530556",2000-03-14,13.8,3.1,8.2,-0.4,55.7,0,0,0,,,13.2,13.2,7.3,2.1,1020.5,35.3,,,,2000-03-14T06:21:51,2000-03-14T18:16:38,obs
"34.19777778,132.5530556",2000-03-15,14.4,2.6,8.7,0.3,57.5,0.024,100,4.17,,,11.4,11.4,6.1,2.1,1018.1,62.1,,,,2000-03-15T06:20:30,2000-03-15T18:17:26,obs
"34.19777778,132.5530556",2000-03-16,13.6,7.4,9.5,6.3,81.8,39.462,100,8.33,,,18.7,18.7,8.5,1.9,999.7,84.3,,,,2000-03-16T06:19:08,2000-03-16T18:18:13,obs
"34.19777778,132.5530556",2000-03-17,13.1,4.7,8.6,-0.2,57.1,0.021,100,8.33,,,11.4,11.4,7.5,2.1,1016.3,52.4,,,,2000-03-17T06:17:47,2000-03-17T18:19:01,obs
"34.19777778,132.5530556",2000-03-18,15.3,2.6,8.7,0.6,59,0,0,0,,,14.8,14.8,6.5,2,1020.5,41.7,,,,2000-03-18T06:16:25,2000-03-18T18:19:48,obs
"34.19777778,132.5530556",2000-03-19,10.8,8.2,9.9,6.6,80.9,6.228,100,8.33,,,11.4,11.4,5.6,1.9,1010.9,90.9,,,,2000-03-19T06:15:03,2000-03-19T18:20:35,obs
"34.19777778,132.5530556",2000-03-20,12.9,5.7,9.4,0,52.6,0.7,100,4.17,,,18.4,18.4,8.2,3.8,1018.1,32.7,,,,2000-03-20T06:13:41,2000-03-20T18:21:21,obs
"34.19777778,132.5530556",2000-03-21,13.9,3.3,9.2,1.3,59.2,0,0,0,,,14.8,14.8,6.3,2,1016.9,72.9,,,,2000-03-21T06:12:18,2000-03-21T18:22:08,obs
"34.19777778,132.5530556",2000-03-22,14.4,8.3,11,-0.4,46.1,0,0,0,,,22.2,22.2,11.1,3.9,1021.9,53.9,,,,2000-03-22T06:10:56,2000-03-22T18:22:55,obs
"34.19777778,132.5530556",2000-03-23,9.7,5.1,7.8,3,73.5,33.818,100,4.17,,,12.8,12.8,5.2,0.3,1012.8,85.7,,,,2000-03-23T06:09:34,2000-03-23T18:23:41,obs
"34.19777778,132.5530556",2000-03-24,12.2,8,10.1,-1.7,47.7,2.039,100,8.33,,,27.8,27.8,16.5,3.6,1010,48.1,,,,2000-03-24T06:08:11,2000-03-24T18:24:27,obs
"34.19777778,132.5530556",2000-03-25,11.6,6.8,9.2,-4.6,39.1,0.7,100,4.17,,,22.4,22.4,13.3,5.6,1016.3,30.7,,,,2000-03-25T06:06:49,2000-03-25T18:25:13,obs
"34.19777778,132.5530556",2000-03-26,15.3,7.2,12,-2.1,40.4,0.51,100,4.17,,,25.5,25.5,13.9,3.9,1015.5,42.6,,,,2000-03-26T06:05:26,2000-03-26T18:25:59,obs
"34.19777778,132.5530556",2000-03-27,17.8,8.2,13.1,4.4,58.1,0,0,0,,,17.9,17.9,8,2,1016.4,28.1,,,,2000-03-27T06:04:04,2000-03-27T18:26:45,obs
"34.19777778,132.5530556",2000-03-28,14.3,11.5,12.4,8,75.8,20.342,100,8.33,,,32.7,32.7,13.6,2.5,1005.4,91.3,,,,2000-03-28T06:02:42,2000-03-28T18:27:31,obs
"34.19777778,132.5530556",2000-03-29,11.7,9.3,10.3,4.9,69.4,0.724,100,8.33,,,36.5,36.5,17.2,3.7,1007.7,92,,,,2000-03-29T06:01:20,2000-03-29T18:28:17,obs
"34.19777778,132.5530556",2000-03-30,14.3,8.2,11.4,5,65.9,0.02,100,4.17,,,21.9,21.9,12.7,3.7,1011.8,50.3,,,,2000-03-30T05:59:58,2000-03-30T18:29:03,obs
"34.19777778,132.5530556",2000-03-31,12.1,8.3,9.9,6.2,78.9,7.056,100,8.33,,,11.5,11.5,5.5,0.3,1010.2,86.6,,,,2000-03-31T05:58:36,2000-03-31T18:29:49,obs
"34.19777778,132.5530556",2000-04-01,15.2,8.6,11.4,2.6,58.1,0.024,100,4.17,,,12.9,12.9,6.7,0.2,1017.7,42.8,,,,2000-04-01T05:57:15,2000-04-01T18:30:35,obs
"34.19777778,132.5530556",2000-04-02,14.6,7.3,11,0.3,48.7,0.024,100,4.17,,,8.1,8.1,5.2,0.5,1020.7,87.9,,,,2000-04-02T05:55:54,2000-04-02T18:31:21,obs
"34.19777778,132.5530556",2000-04-03,17.1,11,12.8,1.6,47.2,0.705,100,8.33,,,9.4,9.4,4.5,0.5,1017.6,91.2,,,,2000-04-03T05:54:33,2000-04-03T18:32:06,obs
"34.19777778,132.5530556",2000-04-04,16.3,9.3,12.8,4.3,57.4,0.024,100,4.17,,,9.6,9.6,4.9,2.1,1016.1,92,,,,2000-04-04T05:53:12,2000-04-04T18:32:52,obs
"34.19777778,132.5530556",2000-04-05,16,10,12.8,10.4,85.8,10.906,100,8.33,,,16.1,16.1,8.5,2.4,1007.6,91.5,,,,2000-04-05T05:51:52,2000-04-05T18:33:38,obs
"34.19777778,132.5530556",2000-04-06,15.6,9.1,12.4,0.5,45.8,0.024,100,4.17,,,24,24,10.1,2.7,1017.5,22.9,,,,2000-04-06T05:50:32,2000-04-06T18:34:24,obs
"34.19777778,132.5530556",2000-04-07,18.6,8.3,13.4,5.5,60.1,0,0,0,,,18.5,18.5,9.6,0.4,1017.6,77,,,,2000-04-07T05:49:12,2000-04-07T18:35:10,obs
"34.19777778,132.5530556",2000-04-08,16.7,10.9,14.1,3.4,49.9,0,0,0,,,18.3,18.3,8.8,1.9,1020.2,88.4,,,,2000-04-08T05:47:53,2000-04-08T18:35:55,obs
"34.19777778,132.5530556",2000-04-09,18,9,13.3,4.4,54.9,0,0,0,,,9.2,9.2,4.9,1.9,1019.7,78.4,,,,2000-04-09T05:46:34,2000-04-09T18:36:41,obs
"34.19777778,132.5530556",2000-04-10,17.5,10.4,14.3,7.9,66.4,8.035,100,8.33,,,29.1,29.1,8,0.1,1006.6,81.7,,,,2000-04-10T05:45:16,2000-04-10T18:37:27,obs
"34.19777778,132.5530556",2000-04-11,15.9,6.4,11.6,-0.9,42.6,0,0,0,,,27.3,27.3,13.5,4.8,1010.8,15.3,,,,2000-04-11T05:43:58,2000-04-11T18:38:13,obs
"34.19777778,132.5530556",2000-04-12,16.7,9.7,13.7,4.9,56,0,0,0,,,23.5,23.5,12.6,3.8,1008,56.5,,,,2000-04-12T05:42:41,2000-04-12T18:38:59,obs
"34.19777778,132.5530556",2000-04-13,19.2,10,15.2,6.2,55.8,0,0,0,,,20.1,20.1,9.2,3.7,1009.6,20.7,,,,2000-04-13T05:41:24,2000-04-13T18:39:46,obs
"34.19777778,132.5530556",2000-04-14,21.8,13.8,17.7,8.9,57.2,0,0,0,,,14.5,14.5,7.6,2,1009.8,45.5,,,,2000-04-14T05:40:08,2000-04-14T18:40:32,obs
"34.19777778,132.5530556",2000-04-15,16.7,10.2,13.4,9.5,77.5,9.148,100,8.33,,,13,13,7.9,2.1,1005.9,95.7,,,,2000-04-15T05:38:52,2000-04-15T18:41:18,obs
"34.19777778,132.5530556",2000-04-16,13.7,8.5,10.9,4.3,64.6,0.518,100,8.33,,,13,13,6.9,2,1010.8,52.7,,,,2000-04-16T05:37:37,2000-04-16T18:42:04,obs
"34.19777778,132.5530556",2000-04-17,17.6,7.1,13,5,61,0.019,100,4.17,,,23.7,23.7,9.6,0.6,1015.8,44.7,,,,2000-04-17T05:36:23,2000-04-17T18:42:51,obs
"34.19777778,132.5530556",2000-04-18,21,10,16,2.6,42.3,0,0,0,,,20.5,20.5,8.7,0.4,1018.8,66.4,,,,2000-04-18T05:35:09,2000-04-18T18:43:37,obs
"34.19777778,132.5530556",2000-04-19,17.9,13.2,15.1,11,77.1,14.064,100,4.17,,,21.7,21.7,7.8,0.4,1011.5,95.5,,,,2000-04-19T05:33:57,2000-04-19T18:44:24,obs
"34.19777778,132.5530556",2000-04-20,19.6,13.9,16.3,11.7,74.9,8.991,100,4.17,,,22,22,9.5,3.7,1008.9,66.7,,,,2000-04-20T05:32:44,2000-04-20T18:45:10,obs
"34.19777778,132.5530556",2000-04-21,15.8,12.7,14.1,11.9,86.7,15.984,100,4.17,,,13,13,6.2,0.2,1007.3,89.9,,,,2000-04-21T05:31:33,2000-04-21T18:45:57,obs
"34.19777778,132.5530556",2000-04-22,19.3,11.4,15.5,10,71.9,0,0,0,,,18.1,18.1,9.9,2,1006.4,70.2,,,,2000-04-22T05:30:23,2000-04-22T18:46:44,obs
"34.19777778,132.5530556",2000-04-23,18.2,13.6,16,1.4,38.6,0,0,0,,,31.1,31.1,17.6,9.4,1005.8,29.7,,,,2000-04-23T05:29:13,2000-04-23T18:47:30,obs
"34.19777778,132.5530556",2000-04-24,19.8,12,15.2,2.6,45.2,0,0,0,,,22.5,22.5,13.9,3.8,1009.7,48.2,,,,2000-04-24T05:28:04,2000-04-24T18:48:17,obs
"34.19777778,132.5530556",2000-04-25,20.6,9.3,15.1,3,46,0,0,0,,,9.6,9.6,5.6,0.9,1011.5,77.4,,,,2000-04-25T05:26:56,2000-04-25T18:49:04,obs
"34.19777778,132.5530556",2000-04-26,16,11.5,13.2,10.4,83.7,27.745,100,8.33,,,14.8,14.8,5,0.3,1002,93.5,,,,2000-04-26T05:25:49,2000-04-26T18:49:51,obs
"34.19777778,132.5530556",2000-04-27,16.5,11.4,14,9.4,74.1,1.094,100,8.33,,,24,24,10.8,3.7,1003.3,80.3,,,,2000-04-27T05:24:43,2000-04-27T18:50:38,obs
"34.19777778,132.5530556",2000-04-28,15.1,10.6,12.9,6.4,65.4,0.711,100,8.33,,,11.3,11.3,5.5,2.1,1012.5,76.1,,,,2000-04-28T05:23:38,2000-04-28T18:51:25,obs
"34.19777778,132.5530556",2000-04-29,19,7.8,13.7,6,61.9,0,0,0,,,16.5,16.5,6.1,2,1017,34.6,,,,2000-04-29T05:22:34,2000-04-29T18:52:12,obs
"34.19777778,132.5530556",2000-04-30,14.7,11,12.8,8.8,77.1,11.871,100,4.17,,,12.8,12.8,5.3,0.2,1012.4,90,,,,2000-04-30T05:21:31,2000-04-30T18:52:59,obs
"34.19777778,132.5530556",2000-05-01,21.1,12.1,16.3,11.4,74.6,0.021,100,4.17,,,14.5,14.5,4.5,0.1,1009.5,48.2,,,,2000-05-01T05:20:29,2000-05-01T18:53:46,obs
"34.19777778,132.5530556",2000-05-02,21.8,13.8,17.2,8.5,58.9,0,0,0,,,27.4,27.4,11.9,0.4,1009,40,,,,2000-05-02T05:19:28,2000-05-02T18:54:33,obs
"34.19777778,132.5530556",2000-05-03,19.8,9.8,15.2,6.9,58.5,0,0,0,,,9.9,9.9,6.5,3.7,1012.5,39.1,,,,2000-05-03T05:18:28,2000-05-03T18:55:20,obs
"34.19777778,132.5530556",2000-05-04,22.6,10.8,16.6,8.2,59.6,0,0,0,,,12.7,12.7,5.3,2,1014.3,11,,,,2000-05-04T05:17:29,2000-05-04T18:56:07,obs
"34.19777778,132.5530556",2000-05-05,23.9,13.3,18.4,9.2,56,0,0,0,,,7.7,7.7,4.4,0.4,1016,17.3,,,,2000-05-05T05:16:31,2000-05-05T18:56:54,obs
"34.19777778,132.5530556",2000-05-06,24.6,14.6,19.7,10.4,56.3,0,0,0,,,14.6,14.6,5.6,0.5,1015,53.1,,,,2000-05-06T05:15:35,2000-05-06T18:57:40,obs
"34.19777778,132.5530556",2000-05-07,23.2,17.7,20.1,13.2,65.3,0.024,100,4.17,,,25.8,25.8,9.9,0.1,1014.7,78.7,,,,2000-05-07T05:14:40,2000-05-07T18:58:27,obs
"34.19777778,132.5530556",2000-05-08,22.7,14.6,18.7,10.2,60.3,0,0,0,,,14.6,14.6,5.4,0.3,1015.6,21.3,,,,2000-05-08T05:13:46,2000-05-08T18:59:14,obs
"34.19777778,132.5530556",2000-05-09,25.7,13.3,19.4,9.3,52.8,0,0,0,,,14.7,14.7,5.6,0.5,1013.1,37.3,,,,2000-05-09T05:12:53,2000-05-09T19:00:00,obs
