name,datetime,tempmax,tempmin,temp,dew,humidity,precip,precipprob,precipcover,snowdepth,windgust,windspeed,windspeedmax,windspeedmean,windspeedmin,sealevelpressure,cloudcover,solarradiation,solarenergy,uvindex,sunrise,sunset,source
"37.48129,130.89864",2000-01-11,3.2,1.2,2.3,-3.2,67.3,0.8,100,8.33,,,13,13,11.4,5.4,,73.8,,,,2000-01-11T07:31:12,2000-01-11T17:16:55,obs
"37.48129,130.89864",2000-01-12,5.2,1.9,3.8,-3,61.3,0.7,100,4.17,,,20.5,20.5,14.6,7.6,,100,,,,2000-01-12T07:31:02,2000-01-12T17:17:54,obs
"37.48129,130.89864",2000-01-13,8.1,4.2,6.4,1.9,73.4,7.9,100,4.17,,,18.4,18.4,8.8,3.6,,92.5,,,,2000-01-13T07:30:50,2000-01-13T17:18:53,obs
"37.48129,130.89864",2000-01-14,3.7,1.9,2.5,-1.5,75.9,4.9,100,8.33,,,24.1,24.1,12.9,5.4,,81.3,,,,2000-01-14T07:30:36,2000-01-14T17:19:53,obs
"37.48129,130.89864",2000-01-15,3.7,1.9,2.6,0.9,88.6,11.2,100,8.33,,,14.8,14.8,9.1,3.6,,96.3,,,,2000-01-15T07:30:20,2000-01-15T17:20:54,obs
"37.48129,130.89864",2000-01-16,5.2,4.2,4.7,2.5,86.1,19,100,8.33,,,24.1,24.1,12.5,3.6,,97.5,,,,2000-01-16T07:30:02,2000-01-16T17:21:55,obs
"37.48129,130.89864",2000-01-17,3.7,0.9,1.6,-1.1,82.5,1.8,100,8.33,,,33.5,33.5,22,14.8,,100,,,,2000-01-17T07:29:42,2000-01-17T17:22:57,obs
"37.48129,130.89864",2000-01-18,2.9,1.1,1.8,-2,76.6,6.9,100,8.33,,,18.4,18.4,11.9,5.4,,91.4,,,,2000-01-18T07:29:20,2000-01-18T17:24:00,obs
"37.48129,130.89864",2000-01-19,2.4,-2.1,0.9,-7.5,54.1,6.8,100,8.33,6,,14.8,14.8,11.2,7.6,,71.4,,,,2000-01-19T07:28:56,2000-01-19T17:25:04,obs
"37.48129,130.89864",2000-01-20,-1.8,-4.8,-3.8,-7.1,79.4,9.1,100,8.33,17.5,,27.7,27.7,19,9.4,,92.9,,,,2000-01-20T07:28:30,2000-01-20T17:26:07,obs
"37.48129,130.89864",2000-01-21,-2.1,-4.1,-3.2,-8.6,67,5.1,100,8.33,30,,18.4,18.4,10.4,3.6,,88.8,,,,2000-01-21T07:28:02,2000-01-21T17:27:12,obs
"37.48129,130.89864",2000-01-22,4.6,-3.3,1.3,-5,63.7,1,100,4.17,17,,25.9,25.9,13.9,3.6,,83.8,,,,2000-01-22T07:27:32,2000-01-22T17:28:16,obs
"37.48129,130.89864",2000-01-23,5.6,3.2,4.4,1.5,81.9,11.7,100,8.33,11,,20.5,20.5,9.9,1.8,,92.5,,,,2000-01-23T07:27:01,2000-01-23T17:29:22,obs
"37.48129,130.89864",2000-01-24,4.4,-1.8,2.2,-1.2,79.7,6.8,100,8.33,2.5,,24.1,24.1,13.6,5.4,,87.5,,,,2000-01-24T07:26:27,2000-01-24T17:30:27,obs
"37.48129,130.89864",2000-01-25,-2.3,-3.6,-3,-4.4,90.3,11.9,100,8.33,16.5,,20.5,20.5,16.2,9.4,,100,,,,2000-01-25T07:25:51,2000-01-25T17:31:33,obs
"37.48129,130.89864",2000-01-26,-1.8,-4.6,-3.2,-6.4,79,9.2,100,8.33,30.5,,29.5,29.5,16.7,5.4,,92.5,,,,2000-01-26T07:25:14,2000-01-26T17:32:39,obs
"37.48129,130.89864",2000-01-27,-2.3,-4.9,-3.6,-7.7,73.5,0.3,100,4.17,37,,27.7,27.7,17,9.4,,87.1,,,,2000-01-27T07:24:35,2000-01-27T17:33:45,obs
"37.48129,130.89864",2000-01-28,5.1,-2.4,1.5,-5,62.8,2.8,100,4.17,27.5,,20.5,20.5,9,1.8,,25,,,,2000-01-28T07:23:54,2000-01-28T17:34:51,obs
"37.48129,130.89864",2000-01-29,7.9,4.2,5.4,-4.5,49.3,0,0,0,14,,27.7,27.7,19.9,11.2,,33.8,,,,2000-01-29T07:23:11,2000-01-29T17:35:58,obs
"37.48129,130.89864",2000-01-30,4.2,-0.4,2.1,-6.6,52.8,0.7,100,4.17,8,,16.6,16.6,11.6,3.6,,58.8,,,,2000-01-30T07:22:27,2000-01-30T17:37:04,obs
"37.48129,130.89864",2000-01-31,-0.8,-2.8,-2,-6,76,16,100,8.33,19.5,,20.5,20.5,13.4,5.4,,88.8,,,,2000-01-31T07:21:41,2000-01-31T17:38:11,obs
"37.48129,130.89864",2000-02-01,3.4,-2.3,-0.1,-6.5,63.4,5.1,100,4.17,29.5,,14.8,14.8,6.9,3.6,,60,,,,2000-02-01T07:20:53,2000-02-01T17:39:18,obs
"37.48129,130.89864",2000-02-02,4.4,-0.6,1.2,-9.3,45.3,0,0,0,19.5,,7.6,7.6,5.3,1.8,,20,,,,2000-02-02T07:20:03,2000-02-02T17:40:24,obs
"37.48129,130.89864",2000-02-03,3.4,0.9,2,-7.1,51.4,0.7,100,4.17,14.5,,14.8,14.8,9,5.4,,55,,,,2000-02-03T07:19:12,2000-02-03T17:41:31,obs
"37.48129,130.89864",2000-02-04,4.9,-0.3,2,-5.6,57.6,1,100,8.33,11.5,,11.2,11.2,7.2,3.6,,65,,,,2000-02-04T07:18:19,2000-02-04T17:42:38,obs
"37.48129,130.89864",2000-02-05,8.6,2.4,5,-1.5,62.6,0,0,0,7.5,,16.6,16.6,12.3,5.4,,53.8,,,,2000-02-05T07:17:25,2000-02-05T17:43:44,obs
"37.48129,130.89864",2000-02-06,5.7,2.6,4.4,-1,69.4,8.2,100,8.33,4,,13,13,10.3,7.6,,67.5,,,,2000-02-06T07:16:29,2000-02-06T17:44:50,obs
"37.48129,130.89864",2000-02-07,4.4,1.2,2.6,-3.2,66.1,2.5,100,8.33,2,,11.2,11.2,5.8,1.8,,81.3,,,,2000-02-07T07:15:32,2000-02-07T17:45:57,obs
"37.48129,130.89864",2000-02-08,0.9,-3.8,-1.9,-5.7,78.9,9.1,100,8.33,8.5,,46.4,46.4,22.7,7.6,,97.5,,,,2000-02-08T07:14:33,2000-02-08T17:47:03,obs
"37.48129,130.89864",2000-02-09,-0.3,-1.8,-1.1,-8.1,59.5,4,100,8.33,14.5,,13,13,7.6,1.8,,78.8,,,,2000-02-09T07:13:33,2000-02-09T17:48:09,obs
"37.48129,130.89864",2000-02-10,4.9,-1.3,1.7,-7.6,50.2,0,0,0,16,,18.4,18.4,7.6,1.8,,22.5,,,,2000-02-10T07:12:31,2000-02-10T17:49:14,obs
"37.48129,130.89864",2000-02-11,5.1,1.9,3.1,-5.7,53.5,0,0,0,3,,11.2,11.2,6.7,3.6,,26.3,,,,2000-02-11T07:11:28,2000-02-11T17:50:20,obs
"37.48129,130.89864",2000-02-12,8.4,2.9,4.9,-4.2,52.4,0,0,0,,,13,13,5,1.8,,11.3,,,,2000-02-12T07:10:24,2000-02-12T17:51:25,obs
"37.48129,130.89864",2000-02-13,5.4,2.2,3.7,1,83.3,2,100,8.33,,,11.2,11.2,6,1.8,,86.3,,,,2000-02-13T07:09:18,2000-02-13T17:52:30,obs
"37.48129,130.89864",2000-02-14,5.6,0.1,3.3,0.4,81.5,7.1,100,8.33,1,,20.5,20.5,11,1.8,,100,,,,2000-02-14T07:08:12,2000-02-14T17:53:35,obs
"37.48129,130.89864",2000-02-15,-2.1,-4.3,-3.3,-7.2,75,8.1,100,8.33,9,,35.3,35.3,11.8,3.6,,91.3,,,,2000-02-15T07:07:03,2000-02-15T17:54:39,obs
"37.48129,130.89864",2000-02-16,-3.1,-6.1,-4.7,-7.6,80.5,6,100,8.33,27,,16.6,16.6,8.3,3.6,,88.6,,,,2000-02-16T07:05:54,2000-02-16T17:55:43,obs
"37.48129,130.89864",2000-02-17,-1.9,-3.6,-2.7,-6.7,75.4,7.1,100,8.33,31,,11.2,11.2,6.2,1.8,,78.8,,,,2000-02-17T07:04:44,2000-02-17T17:56:47,obs
"37.48129,130.89864",2000-02-18,-1.1,-2.4,-1.6,-8,61.9,0.8,100,8.33,28,,13,13,6.7,1.8,,56.3,,,,2000-02-18T07:03:32,2000-02-18T17:57:51,obs
"37.48129,130.89864",2000-02-19,3.9,-1.4,1.7,-3.9,66.8,0,0,0,19,,14.8,14.8,6.7,1.8,,57.5,,,,2000-02-19T07:02:19,2000-02-19T17:58:54,obs
"37.48129,130.89864",2000-02-20,4.7,-0.8,1.8,-1.5,79.1,1.1,100,8.33,10,,20.5,20.5,12.6,9.4,,73.8,,,,2000-02-20T07:01:05,2000-02-20T17:59:57,obs
"37.48129,130.89864",2000-02-21,0.9,-2.3,-0.9,-4.6,77.6,8.1,100,8.33,18,,13,13,9.3,3.6,,76.3,,,,2000-02-21T06:59:51,2000-02-21T18:00:59,obs
"37.48129,130.89864",2000-02-22,1.1,-0.6,0,-5,69.9,0.9,100,8.33,12,,9.4,9.4,5.3,1.8,,72.2,,,,2000-02-22T06:58:35,2000-02-22T18:02:02,obs
"37.48129,130.89864",2000-02-23,4.7,-0.4,2.7,-4.8,58.1,0.7,100,4.17,9,,20.5,20.5,9.5,3.6,,65,,,,2000-02-23T06:57:18,2000-02-23T18:03:03,obs
"37.48129,130.89864",2000-02-24,0.1,-3.4,-2,-4.9,81.6,9.9,100,8.33,10,,20.5,20.5,10.9,5.4,,81.3,,,,2000-02-24T06:56:00,2000-02-24T18:04:05,obs
"37.48129,130.89864",2000-02-25,3.4,-2.6,-0.1,-6.9,60.2,0.2,100,8.33,12.5,,9.4,9.4,6.4,3.6,,68.8,,,,2000-02-25T06:54:42,2000-02-25T18:05:06,obs
"37.48129,130.89864",2000-02-26,1.7,0.1,1,-4.3,68.4,5.1,100,4.17,6.5,,14.8,14.8,8.4,3.6,,92.5,,,,2000-02-26T06:53:22,2000-02-26T18:06:07,obs
"37.48129,130.89864",2000-02-27,3.4,-0.8,1.5,-6.8,54.6,2.1,100,8.33,10,,33.5,33.5,13.1,7.6,,65,,,,2000-02-27T06:52:02,2000-02-27T18:07:08,obs
"37.48129,130.89864",2000-02-28,3.1,-3.4,-1.3,-5.4,74.6,2.5,100,8.33,7.5,,35.3,35.3,15.8,3.6,,83.8,,,,2000-02-28T06:50:41,2000-02-28T18:08:08,obs
"37.48129,130.89864",2000-02-29,4.2,-3.8,-0.3,-8.9,52.7,1.4,100,8.33,5.5,,11.2,11.2,5,1.8,,43.8,,,,2000-02-29T06:49:19,2000-02-29T18:09:08,obs
"37.48129,130.89864",2000-03-01,9.2,0.2,4.7,-2.8,58.2,0,0,0,1.5,,16.6,16.6,13.3,9.4,,12.9,,,,2000-03-01T06:47:56,2000-03-01T18:10:08,obs
"37.48129,130.89864",2000-03-02,11.7,5.4,8,-0.1,56.7,0,0,0,,,22.3,22.3,7.4,1.8,,10,,,,2000-03-02T06:46:33,2000-03-02T18:11:07,obs
"37.48129,130.89864",2000-03-03,13.9,7.7,10.2,3.5,66,0,0,0,0,,25.9,25.9,18.6,9.4,,62.5,,,,2000-03-03T06:45:09,2000-03-03T18:12:06,obs
"37.48129,130.89864",2000-03-04,15.4,9.1,11.2,4.1,64.1,0,0,0,0,,35.3,35.3,14,1.8,,73.8,,,,2000-03-04T06:43:44,2000-03-04T18:13:05,obs
"37.48129,130.89864",2000-03-05,7.7,4.2,5.8,0.1,67.7,0,0,0,,,22.3,22.3,9.1,1.8,,41.3,,,,2000-03-05T06:42:19,2000-03-05T18:14:03,obs
"37.48129,130.89864",2000-03-06,15.1,4.7,8.7,1.4,62.8,6.1,100,4.17,,,29.5,29.5,12.5,3.6,,33.8,,,,2000-03-06T06:40:53,2000-03-06T18:15:01,obs
"37.48129,130.89864",2000-03-07,3.2,-0.6,1,-9.2,46.6,0.7,100,4.17,0,,18.4,18.4,7.9,3.6,,28.8,,,,2000-03-07T06:39:27,2000-03-07T18:15:59,obs
"37.48129,130.89864",2000-03-08,3.1,-2.1,0.1,-7.2,59.7,0.4,100,8.33,1,,11.2,11.2,8.9,3.6,,82.9,,,,2000-03-08T06:38:00,2000-03-08T18:16:57,obs
"37.48129,130.89864",2000-03-09,3.2,-1.9,0.4,-9.5,49.1,2,100,8.33,2,,16.6,16.6,10.2,3.6,,46.3,,,,2000-03-09T06:36:33,2000-03-09T18:17:54,obs
"37.48129,130.89864",2000-03-10,9.4,1.2,5.4,-4.4,50.5,0.7,100,4.17,,,37.1,37.1,16.7,5.4,,37.5,,,,2000-03-10T06:35:05,2000-03-10T18:18:51,obs
"37.48129,130.89864",2000-03-11,11.9,5.2,8.4,-2.2,48.1,0,0,0,,,14.8,14.8,8.5,3.6,,76.3,,,,2000-03-11T06:33:37,2000-03-11T18:19:48,obs
"37.48129,130.89864",2000-03-12,9.1,5.2,6.8,-0.7,60.2,0,0,0,,,20.5,20.5,11.4,3.6,,34.3,,,,2000-03-12T06:32:08,2000-03-12T18:20:44,obs
"37.48129,130.89864",2000-03-13,8.7,3.1,5.3,-1.5,62.9,0,0,0,,,18.4,18.4,8.8,1.8,,25,,,,2000-03-13T06:30:40,2000-03-13T18:21:41,obs
"37.48129,130.89864",2000-03-14,7.1,1.7,5.2,0.3,71.2,0,0,0,,,13,13,7.7,1.8,,15.7,,,,2000-03-14T06:29:10,2000-03-14T18:22:37,obs
"37.48129,130.89864",2000-03-15,13.4,2.2,8,4.3,77.7,0,0,0,,,14.8,14.8,9,3.6,,73.8,,,,2000-03-15T06:27:41,2000-03-15T18:23:33,obs
"37.48129,130.89864",2000-03-16,7.4,2.6,4.2,2.4,88.2,18,100,8.33,,,35.3,35.3,14.3,1.8,,85.7,,,,2000-03-16T06:26:11,2000-03-16T18:24:29,obs
"37.48129,130.89864",2000-03-17,11.4,2.4,6.5,-0.3,62.3,0,0,0,,,20.5,20.5,12.7,3.6,,28.8,,,,2000-03-17T06:24:41,2000-03-17T18:25:24,obs
"37.48129,130.89864",2000-03-18,15.2,8.4,11.2,5.7,69.5,0,0,0,,,38.9,38.9,26.6,14.8,,10,,,,2000-03-18T06:23:11,2000-03-18T18:26:19,obs
"37.48129,130.89864",2000-03-19,12.6,2.2,8.7,3.9,72.7,0.5,100,4.17,,,44.3,44.3,25,3.6,,80,,,,2000-03-19T06:21:41,2000-03-19T18:27:15,obs
"37.48129,130.89864",2000-03-20,6.6,1.7,3.7,-2.5,63.8,0,0,0,,,14.8,14.8,7.9,1.8,,37.5,,,,2000-03-20T06:20:11,2000-03-20T18:28:10,obs
"37.48129,130.89864",2000-03-21,10.9,4.1,7.4,2.8,73.6,0,0,0,,,27.7,27.7,15.8,3.6,,77.5,,,,2000-03-21T06:18:40,2000-03-21T18:29:05,obs
"37.48129,130.89864",2000-03-22,8.1,2.9,4.8,-2.3,60.3,0,0,0,,,13,13,9.6,5.4,,11.3,,,,2000-03-22T06:17:09,2000-03-22T18:29:59,obs
"37.48129,130.89864",2000-03-23,8.7,3.6,6.7,3.8,81.9,3,100,4.17,,,38.9,38.9,25.3,13,,92.5,,,,2000-03-23T06:15:39,2000-03-23T18:30:54,obs
"37.48129,130.89864",2000-03-24,11.6,4.6,6.6,-3.8,47.3,0.8,100,4.17,,,20.5,20.5,10.2,5.4,,41.3,,,,2000-03-24T06:14:08,2000-03-24T18:31:49,obs
"37.48129,130.89864",2000-03-25,10.4,2.9,5.7,-5,47.2,0.7,100,4.17,,,20.5,20.5,9.5,3.6,,53.8,,,,2000-03-25T06:12:38,2000-03-25T18:32:43,obs
"37.48129,130.89864",2000-03-26,6.9,2.7,4.5,-5.3,49.6,6.1,100,4.17,,,16.6,16.6,10.2,3.6,,26.7,,,,2000-03-26T06:11:07,2000-03-26T18:33:37,obs
"37.48129,130.89864",2000-03-27,16.6,3.1,10,5.7,76.5,0,0,0,,,33.5,33.5,18.6,7.6,,32.9,,,,2000-03-27T06:09:36,2000-03-27T18:34:32,obs
"37.48129,130.89864",2000-03-28,11.7,6.9,9.9,7.8,86.7,14,100,8.33,,,38.9,38.9,20.6,5.4,,100,,,,2000-03-28T06:08:06,2000-03-28T18:35:26,obs
"37.48129,130.89864",2000-03-29,7.4,4.7,5.8,3.5,85.2,0.2,100,8.33,,,27.7,27.7,13.9,1.8,,77.5,,,,2000-03-29T06:06:36,2000-03-29T18:36:20,obs
"37.48129,130.89864",2000-03-30,17.2,4.7,9.8,3.9,70.1,0,0,0,,,20.5,20.5,10,1.8,,13.8,,,,2000-03-30T06:05:06,2000-03-30T18:37:14,obs
"37.48129,130.89864",2000-03-31,18.7,7.6,12.8,-1,39.3,0,0,0,,,31.3,31.3,18.5,9.4,,56.3,,,,2000-03-31T06:03:36,2000-03-31T18:38:08,obs
"37.48129,130.89864",2000-04-01,18.2,6.4,11.1,-2.4,39.3,0,0,0,,,20.5,20.5,10.5,1.8,,12.5,,,,2000-04-01T06:02:06,2000-04-01T18:39:02,obs
"37.48129,130.89864",2000-04-02,9.9,8.1,9,5.5,80.4,0.1,100,4.17,,,13,13,5.5,1.8,,82.5,,,,2000-04-02T06:00:37,2000-04-02T18:39:56,obs
"37.48129,130.89864",2000-04-03,18.7,6.9,11.3,7.3,77.7,0,0,0,,,9.4,9.4,3.9,1.8,,52.5,,,,2000-04-03T05:59:07,2000-04-03T18:40:50,obs
"37.48129,130.89864",2000-04-04,18.4,7.2,11.4,8.4,82.6,0,0,0,,,20.5,20.5,11,7.6,,66.3,,,,2000-04-04T05:57:39,2000-04-04T18:41:44,obs
"37.48129,130.89864",2000-04-05,15.9,6.4,10.9,4.7,68.9,0,0,0,,,31.3,31.3,21.9,11.2,,77.5,,,,2000-04-05T05:56:10,2000-04-05T18:42:38,obs
"37.48129,130.89864",2000-04-06,16.2,5.4,10,0.8,54.4,0,0,0,,,35.3,35.3,13.9,3.6,,7.5,,,,2000-04-06T05:54:42,2000-04-06T18:43:32,obs
"37.48129,130.89864",2000-04-07,16.4,8.2,11.7,5.3,65.6,0,0,0,,,42.5,42.5,30.3,7.6,,0,,,,2000-04-07T05:53:14,2000-04-07T18:44:26,obs
"37.48129,130.89864",2000-04-08,14.4,6.2,9.5,-1.9,46.3,0,0,0,,,18.4,18.4,8.9,3.6,,0,,,,2000-04-08T05:51:47,2000-04-08T18:45:20,obs
"37.48129,130.89864",2000-04-09,17.2,6.7,11.4,7.2,76.4,0,0,0,,,22.3,22.3,18.8,7.6,,41.3,,,,2000-04-09T05:50:20,2000-04-09T18:46:14,obs
"37.48129,130.89864",2000-04-10,13.6,6.1,10.6,4.9,70.8,299,100,8.33,,,40.7,40.7,21.8,9.4,,58.6,,,,2000-04-10T05:48:54,2000-04-10T18:47:08,obs
"37.48129,130.89864",2000-04-11,15.1,4.2,9.6,-2.2,44.4,0,0,0,,,35.3,35.3,19.7,7.6,,7.5,,,,2000-04-11T05:47:28,2000-04-11T18:48:02,obs
"37.48129,130.89864",2000-04-12,21.9,11.4,15.6,-0.1,35.2,0,0,0,,,29.5,29.5,22.5,13,,30,,,,2000-04-12T05:46:03,2000-04-12T18:48:56,obs
"37.48129,130.89864",2000-04-13,21.4,12.9,17.3,4.3,43,0,0,0,,,24.1,24.1,11.4,3.6,,20,,,,2000-04-13T05:44:38,2000-04-13T18:49:50,obs
"37.48129,130.89864",2000-04-14,19.2,9.1,13.2,3.8,54.5,0,0,0,,,31.3,31.3,14.5,1.8,,80,,,,2000-04-14T05:43:14,2000-04-14T18:50:44,obs
"37.48129,130.89864",2000-04-15,11.1,7.7,9.3,6.5,83,0,0,0,,,14.8,14.8,6.5,1.8,,86.3,,,,2000-04-15T05:41:50,2000-04-15T18:51:39,obs
"37.48129,130.89864",2000-04-16,15.7,6.1,9.7,4.9,72.6,0,0,0,,,9.4,9.4,5.5,1.8,,20,,,,2000-04-16T05:40:27,2000-04-16T18:52:33,obs
"37.48129,130.89864",2000-04-17,18.7,7.2,11.7,8.5,81.6,2,100,4.17,,,22.3,22.3,8.1,1.8,,37.5,,,,2000-04-17T05:39:05,2000-04-17T18:53:27,obs
"37.48129,130.89864",2000-04-18,16.4,9.7,13.2,4.9,58.7,0.7,100,4.17,,,33.5,33.5,20.8,9.4,,88.8,,,,2000-04-18T05:37:44,2000-04-18T18:54:21,obs
"37.48129,130.89864",2000-04-19,17.6,10.6,13.5,7.6,72.5,39.1,100,4.17,,,22.3,22.3,12.5,3.6,,96,,,,2000-04-19T05:36:23,2000-04-19T18:55:16,obs
"37.48129,130.89864",2000-04-20,14.4,8.9,10.9,9.4,90.3,0.6,100,8.33,,,18.4,18.4,9.8,3.6,,94.3,,,,2000-04-20T05:35:03,2000-04-20T18:56:10,obs
"37.48129,130.89864",2000-04-21,11.9,8.6,10.3,8.6,89.4,2,100,4.17,,,24.1,24.1,14.2,1.8,,94.3,,,,2000-04-21T05:33:44,2000-04-21T18:57:05,obs
"37.48129,130.89864",2000-04-22,17.2,12.4,13.9,7.2,64.4,0,0,0,,,40.7,40.7,20.1,5.4,,50,,,,2000-04-22T05:32:26,2000-04-22T18:57:59,obs
"37.48129,130.89864",2000-04-23,16.4,8.9,11.6,2.9,55.7,0.3,100,4.17,,,29.5,29.5,16.2,5.4,,30,,,,2000-04-23T05:31:08,2000-04-23T18:58:53,obs
"37.48129,130.89864",2000-04-24,19.2,10.1,13.7,3.6,51.1,0,0,0,,,18.4,18.4,12,7.6,,25,,,,2000-04-24T05:29:52,2000-04-24T18:59:48,obs
"37.48129,130.89864",2000-04-25,24.9,14.7,17.6,1.3,34.6,0,0,0,,,24.1,24.1,14.6,5.4,,65,,,,2000-04-25T05:28:36,2000-04-25T19:00:42,obs
"37.48129,130.89864",2000-04-26,14.6,11.2,12.3,9.3,82.7,9.2,100,8.33,,,24.1,24.1,13.2,3.6,,100,,,,2000-04-26T05:27:22,2000-04-26T19:01:37,obs
"37.48129,130.89864",2000-04-27,8.4,5.7,7.3,5.5,88,218.9,100,4.17,,,24.1,24.1,14.1,3.6,,86.3,,,,2000-04-27T05:26:08,2000-04-27T19:02:31,obs
"37.48129,130.89864",2000-04-28,15.6,5.6,10.2,7,80.9,0,0,0,,,14.8,14.8,5.5,1.8,,41.4,,,,2000-04-28T05:24:56,2000-04-28T19:03:26,obs
"37.48129,130.89864",2000-04-29,24.4,10.1,17,6.9,52.2,0,0,0,,,25.9,25.9,15.3,1.8,,10,,,,2000-04-29T05:23:44,2000-04-29T19:04:20,obs
"37.48129,130.89864",2000-04-30,15.9,11.4,13.7,8.7,74.5,23.9,100,4.17,,,25.9,25.9,19.2,14.8,,73.8,,,,2000-04-30T05:22:34,2000-04-30T19:05:15,obs
"37.48129,130.89864",2000-05-01,21.6,13.6,16.8,9.4,63.4,0.7,100,4.17,,,29.5,29.5,11.3,1.8,,65.7,,,,2000-05-01T05:21:24,2000-05-01T19:06:09,obs
"37.48129,130.89864",2000-05-02,14.2,8.9,10.5,8.3,86.7,1.4,100,8.33,,,22.3,22.3,14.6,5.4,,90,,,,2000-05-02T05:20:16,2000-05-02T19:07:03,obs
"37.48129,130.89864",2000-05-03,22.9,10.2,15.9,8.3,60.7,0,0,0,,,18.4,18.4,9.3,1.8,,25,,,,2000-05-03T05:19:09,2000-05-03T19:07:57,obs
"37.48129,130.89864",2000-05-04,23.2,12.2,17.2,11.9,73.3,0,0,0,,,13,13,6.3,1.8,,4.3,,,,2000-05-04T05:18:03,2000-05-04T19:08:51,obs
"37.48129,130.89864",2000-05-05,24.4,13.4,18.9,11.4,63.8,0,0,0,,,18.4,18.4,9.5,3.6,,32.5,,,,2000-05-05T05:16:58,2000-05-05T19:09:45,obs
"37.48129,130.89864",2000-05-06,20.9,8.2,15.4,11.2,77.4,24.9,100,4.17,,,24.1,24.1,8.4,1.8,,81.3,,,,2000-05-06T05:15:55,2000-05-06T19:10:39,obs
"37.48129,130.89864",2000-05-07,17.9,7.9,12.4,9.9,85.2,111,100,4.17,,,18.4,18.4,8.1,1.8,,55,,,,2000-05-07T05:14:53,2000-05-07T19:11:32,obs
"37.48129,130.89864",2000-05-08,25.2,12.9,19.7,7.8,49.8,0,0,0,,,20.5,20.5,11,3.6,,0,,,,2000-05-08T05:13:52,2000-05-08T19:12:26,obs
"37.48129,130.89864",2000-05-09,25.6,10.9,17.2,8.7,65,0,0,0,,,13,13,6.7,1.8,,66.3,,,,2000-05-09T05:12:52,2000-05-09T19:13:19,obs
"37.48129,130.89864",2000-05-10,15.4,11.9,13.5,11.9,90.3,0.1,100,4.17,,,13,13,7.5,1.8,,100,,,,2000-05-10T05:11:54,2000-05-10T19:14:12,obs
"37.48129,130.89864",2000-05-11,23.6,12.4,16.4,12.7,79.5,1,100,4.17,,,22.3,22.3,10.9,1.8,,28.8,,,,2000-05-11T05:10:58,2000-05-11T19:15:05,obs
"37.48129,130.89864",2000-05-12,22.6,12.7,17.6,11.2,66.6,0,0,0,,,5.4,5.4,3.3,1.8,,51.4,,,,2000-05-12T05:10:02,2000-05-12T19:15:57,obs
"37.48129,130.89864",2000-05-13,19.4,12.7,15.3,13.2,87.4,0,0,0,,,9.4,9.4,5.3,1.8,,65,,,,2000-05-13T05:09:08,2000-05-13T19:16:49,obs
"37.48129,130.89864",2000-05-14,20.4,11.9,15.4,12.5,82.9,0,0,0,,,9.4,9.4,4.7,1.8,,65,,,,2000-05-14T05:08:16,2000-05-14T19:17:41,obs
"37.48129,130.89864",2000-05-15,22.9,11.9,15.9,13.1,83.7,0,0,0,,,9.4,9.4,6.2,1.8,,71.3,,,,2000-05-15T05:07:25,2000-05-15T19:18:32,obs
