name,datetime,tempmax,tempmin,temp,dew,humidity,precip,precipprob,precipcover,snowdepth,windgust,windspeed,windspeedmax,windspeedmean,windspeedmin,sealevelpressure,cloudcover,solarradiation,solarenergy,uvindex,sunrise,sunset,source
"38.25085,128.89098",2000-02-07,3.2,-5.5,-0.2,-7.6,58,0.013,100,4.17,10.5,,29.5,29.5,17.3,6.7,1012.7,66.5,,,,2000-02-07T07:24:55,2000-02-07T17:52:38,obs
"38.25085,128.89098",2000-02-08,-2.4,-10.4,-5.8,-14.3,51.8,0.541,100,8.33,7.9,,42.8,42.8,25.9,11.6,1009.2,49,,,,2000-02-08T07:23:54,2000-02-08T17:53:46,obs
"38.25085,128.89098",2000-02-09,2.7,-8.2,-2.3,-14.8,38.7,0,0,0,7.5,,14.2,14.2,10.2,4.3,1018.4,0,,,,2000-02-09T07:22:52,2000-02-09T17:54:54,obs
"38.25085,128.89098",2000-02-10,5.7,-4.7,0.9,-12.4,36.8,0,0,0,12,,31.3,31.3,17.6,6.8,1017.2,39,,,,2000-02-10T07:21:49,2000-02-10T17:56:01,obs
"38.25085,128.89098",2000-02-11,6.1,-2,2,-8.4,46.8,0.182,100,8.33,8.5,,28.8,28.8,20.2,7.8,1016.3,24.8,,,,2000-02-11T07:20:44,2000-02-11T17:57:09,obs
"38.25085,128.89098",2000-02-12,8.7,1.6,4.3,-9.2,37.1,0,0,0,7,,31.3,31.3,21.5,11.1,1015.8,18.9,,,,2000-02-12T07:19:38,2000-02-12T17:58:16,obs
"38.25085,128.89098",2000-02-13,6.4,-2.2,2.7,-3.9,61.8,0,0,0,5.5,,15.6,15.6,8.3,1.4,1017.7,57.7,,,,2000-02-13T07:18:30,2000-02-13T17:59:23,obs
"38.25085,128.89098",2000-02-14,4.6,-2.9,1.7,-5,62.3,0.591,100,8.33,5.5,,28.3,28.3,17.3,7.5,1011.2,75.8,,,,2000-02-14T07:17:22,2000-02-14T18:00:29,obs
"38.25085,128.89098",2000-02-15,-1.9,-10.2,-5.5,-15.8,45.4,0,0,0,5,,36,36,26.5,14.1,1012,23.2,,,,2000-02-15T07:16:11,2000-02-15T18:01:35,obs
"38.25085,128.89098",2000-02-16,0.8,-12.2,-4.6,-15.8,42.8,0,0,0,5,,29.5,29.5,23.3,13.3,1016.4,22.1,,,,2000-02-16T07:15:00,2000-02-16T18:02:42,obs
"38.25085,128.89098",2000-02-17,2.2,-7.6,-2.7,-16.7,34.3,0,0,0,5,,25.9,25.9,20.7,9.3,1021.7,19.1,,,,2000-02-17T07:13:48,2000-02-17T18:03:47,obs
"38.25085,128.89098",2000-02-18,2.1,-5.8,-1.7,-12.6,45,0,0,0,4.5,,17.1,17.1,9.9,0.7,1024,31.4,,,,2000-02-18T07:12:34,2000-02-18T18:04:53,obs
"38.25085,128.89098",2000-02-19,5.7,-3.6,0.7,-9.2,48.7,0,0,0,3,,11.7,11.7,7.3,3.6,1016.7,82.6,,,,2000-02-19T07:11:19,2000-02-19T18:05:58,obs
"38.25085,128.89098",2000-02-20,3.4,-4.1,0.1,-5.5,66.2,0.7,100,4.17,2,,20.2,20.2,10.1,4,1012.2,59.5,,,,2000-02-20T07:10:04,2000-02-20T18:07:03,obs
"38.25085,128.89098",2000-02-21,4.4,-4.4,-0.2,-12.9,39.9,0,0,0,1.5,,23.8,23.8,14.4,7.6,1017.5,15,,,,2000-02-21T07:08:47,2000-02-21T18:08:07,obs
"38.25085,128.89098",2000-02-22,2.8,-5.3,-1.3,-13.7,38.7,0,0,0,1,,11.1,11.1,8.6,6.3,,9.3,,,,2000-02-22T07:07:29,2000-02-22T18:09:12,obs
"38.25085,128.89098",2000-02-23,6.1,-4,1.2,-10.1,43.3,0.091,100,4.17,1,,21.9,21.9,16.7,6.4,1018.9,38.4,,,,2000-02-23T07:06:10,2000-02-23T18:10:16,obs
"38.25085,128.89098",2000-02-24,1.3,-4.2,-1.7,-13.3,41.4,0,0,0,,,26.9,26.9,13.3,4.9,1024.7,19.8,,,,2000-02-24T07:04:51,2000-02-24T18:11:19,obs
"38.25085,128.89098",2000-02-25,2.1,-7,-1.1,-12.1,44.1,0,0,0,,,13,13,7.8,1.8,1022.8,54.1,,,,2000-02-25T07:03:30,2000-02-25T18:12:22,obs
"38.25085,128.89098",2000-02-26,5.1,-4.2,0.6,-9.6,47.3,0.17,100,8.33,,,25.2,25.2,15.9,5.9,1015.8,79.2,,,,2000-02-26T07:02:08,2000-02-26T18:13:25,obs
"38.25085,128.89098",2000-02-27,5.4,-3.7,0.8,-8,54.8,3.731,100,8.33,2.8,,23.8,23.8,14.6,4.3,1019,50.2,,,,2000-02-27T07:00:46,2000-02-27T18:14:28,obs
"38.25085,128.89098",2000-02-28,-0.6,-6,-2.8,-8.2,67.5,7.018,100,8.33,9,,29.2,29.2,14.8,1.8,1023.9,49,,,,2000-02-28T06:59:23,2000-02-28T18:15:30,obs
"38.25085,128.89098",2000-02-29,5.7,-7.1,0.9,-11,41.3,0,0,0,7.6,,25.9,25.9,12.7,5.8,1026.8,17.4,,,,2000-02-29T06:57:59,2000-02-29T18:16:32,obs
"38.25085,128.89098",2000-03-01,10.7,-0.7,4.9,-7.8,39.6,0,0,0,6.5,,26,26,18.3,9.4,1025.6,0,,,,2000-03-01T06:56:34,2000-03-01T18:17:34,obs
"38.25085,128.89098",2000-03-02,13.1,3,8.5,-3.7,43,0,0,0,4,,30,30,15.5,5,1023.7,16.4,,,,2000-03-02T06:55:09,2000-03-02T18:18:35,obs
"38.25085,128.89098",2000-03-03,16.1,5.9,10.4,-4.9,34.2,0,0,0,,,22.4,22.4,10.2,1.4,1021,71.3,,,,2000-03-03T06:53:43,2000-03-03T18:19:36,obs
"38.25085,128.89098",2000-03-04,14.4,5.8,11,-4.4,34.1,0,0,0,,,20.4,20.4,9.9,2.1,1013.9,68.2,,,,2000-03-04T06:52:16,2000-03-04T18:20:37,obs
"38.25085,128.89098",2000-03-05,8.3,2.4,5.2,-3.7,53.2,0,0,0,,,15.1,15.1,7.4,3.6,1016.4,57.4,,,,2000-03-05T06:50:49,2000-03-05T18:21:37,obs
"38.25085,128.89098",2000-03-06,10,1.5,4.6,-8.8,40.4,0.174,100,4.17,0,,27.8,27.8,14,0.7,1013.3,23.2,,,,2000-03-06T06:49:21,2000-03-06T18:22:38,obs
"38.25085,128.89098",2000-03-07,5.1,-3.6,1.4,-19.2,20.4,0,0,0,0,,31.3,31.3,21.5,11.2,1015.9,0.7,,,,2000-03-07T06:47:53,2000-03-07T18:23:37,obs
"38.25085,128.89098",2000-03-08,4.1,-4.7,-0.7,-14.3,35.7,0.091,100,4.17,,,30.9,30.9,20.3,9.4,1016.3,29.1,,,,2000-03-08T06:46:24,2000-03-08T18:24:37,obs
"38.25085,128.89098",2000-03-09,7.4,-2.9,2.5,-14.2,29,0,0,0,,,27.7,27.7,19.5,11.2,1022.8,13.2,,,,2000-03-09T06:44:55,2000-03-09T18:25:36,obs
"38.25085,128.89098",2000-03-10,11.1,-1.1,5.4,-10.8,30.7,0,0,0,,,29.2,29.2,18.2,10,1023.4,25,,,,2000-03-10T06:43:25,2000-03-10T18:26:36,obs
"38.25085,128.89098",2000-03-11,11.4,2.8,7.1,-5.1,42.3,0,0,0,,,27.7,27.7,20,11.7,1016,82.9,,,,2000-03-11T06:41:55,2000-03-11T18:27:34,obs
"38.25085,128.89098",2000-03-12,12.1,-0.1,6.8,-4.3,48.1,0,0,0,,,31.3,31.3,16.1,3.6,1012.6,22.4,,,,2000-03-12T06:40:24,2000-03-12T18:28:33,obs
"38.25085,128.89098",2000-03-13,9.1,2.1,5.8,-7.7,38.1,0,0,0,,,28.1,28.1,13.1,5.4,1019.2,11.2,,,,2000-03-13T06:38:53,2000-03-13T18:29:31,obs
"38.25085,128.89098",2000-03-14,9.1,1.9,5.6,-5.8,46.1,0,0,0,,,24.8,24.8,11.9,5.5,1022.3,26.6,,,,2000-03-14T06:37:22,2000-03-14T18:30:30,obs
"38.25085,128.89098",2000-03-15,10.6,0.3,6.3,-3.7,50.5,0,0,0,,,21.9,21.9,7.7,3.2,1016.2,81,,,,2000-03-15T06:35:51,2000-03-15T18:31:28,obs
"38.25085,128.89098",2000-03-16,7.2,-2.9,4.2,1.2,81,3.585,100,8.33,5,,25.2,25.2,9.2,1.8,1007.4,93.2,,,,2000-03-16T06:34:19,2000-03-16T18:32:25,obs
"38.25085,128.89098",2000-03-17,13.9,-3.2,7.2,-3.1,53.6,0,0,0,1,,23.1,23.1,12.1,3.8,1015.1,30.3,,,,2000-03-17T06:32:47,2000-03-17T18:33:23,obs
"38.25085,128.89098",2000-03-18,16,6.3,11.5,-4,35.6,0.091,100,4.17,,,47.5,47.5,26.2,13.1,1014,39.6,,,,2000-03-18T06:31:15,2000-03-18T18:34:20,obs
"38.25085,128.89098",2000-03-19,11.4,2.8,6.3,0.9,72.2,5.81,100,8.33,2,,51.8,51.8,19.6,3,1013.7,86.2,,,,2000-03-19T06:29:43,2000-03-19T18:35:18,obs
"38.25085,128.89098",2000-03-20,9.7,0.5,5,0.3,73.1,0.116,100,4.17,1,,21.3,21.3,8.2,3.2,1020.2,52.8,,,,2000-03-20T06:28:10,2000-03-20T18:36:15,obs
"38.25085,128.89098",2000-03-21,11.2,3.8,7.4,-0.9,57.7,0,0,0,,,24.1,24.1,10.7,1.4,1018.6,74.4,,,,2000-03-21T06:26:37,2000-03-21T18:37:12,obs
"38.25085,128.89098",2000-03-22,8.4,4.1,6,0.1,66.4,0,0,0,,,22.6,22.6,10.2,1.4,1025.9,77.7,,,,2000-03-22T06:25:05,2000-03-22T18:38:08,obs
"38.25085,128.89098",2000-03-23,13.1,2,7.9,-1.2,54.8,0.079,100,4.17,,,28.7,28.7,18.2,6.6,1010.5,90.1,,,,2000-03-23T06:23:32,2000-03-23T18:39:05,obs
"38.25085,128.89098",2000-03-24,7.4,1,4.3,-10.9,32.6,0,0,0,,,39,39,24.6,14,1008.7,30.2,,,,2000-03-24T06:22:00,2000-03-24T18:40:02,obs
"38.25085,128.89098",2000-03-25,10.4,-0.7,5,-10.3,32.7,0.091,100,4.17,,,40.3,40.3,23.9,16.9,1014.7,32.8,,,,2000-03-25T06:20:27,2000-03-25T18:40:58,obs
"38.25085,128.89098",2000-03-26,8.1,2.2,5.2,-7.1,42,0,0,0,,,19.1,19.1,13.5,8.3,1014.9,36.4,,,,2000-03-26T06:18:54,2000-03-26T18:41:55,obs
"38.25085,128.89098",2000-03-27,12.2,2.5,7.5,-0.8,56.2,0,0,0,,,19.3,19.3,11.4,5.4,1009.6,71.6,,,,2000-03-27T06:17:22,2000-03-27T18:42:51,obs
"38.25085,128.89098",2000-03-28,12.1,4.6,7.9,4.3,78.9,0.739,100,8.33,,,27.6,27.6,13.6,4.3,1002,99.3,,,,2000-03-28T06:15:49,2000-03-28T18:43:47,obs
"38.25085,128.89098",2000-03-29,11.1,5.4,7.8,3.1,73.9,2.192,100,4.17,0,,28.4,28.4,13.4,1.4,1007,77.8,,,,2000-03-29T06:14:17,2000-03-29T18:44:43,obs
"38.25085,128.89098",2000-03-30,14.7,2.5,10.2,-2.8,41.6,0,0,0,,,27.8,27.8,15.8,9,1009.8,57.1,,,,2000-03-30T06:12:45,2000-03-30T18:45:39,obs
"38.25085,128.89098",2000-03-31,16.6,1.8,10.5,-4.1,36.6,0,0,0,,,29.3,29.3,16.5,9.6,1008.4,71.8,,,,2000-03-31T06:11:13,2000-03-31T18:46:35,obs
"38.25085,128.89098",2000-04-01,14.4,4.9,10,-7.4,29.5,0,0,0,,,21.6,21.6,13.1,7.5,1017.6,48.9,,,,2000-04-01T06:09:41,2000-04-01T18:47:32,obs
"38.25085,128.89098",2000-04-02,11,3.3,6.8,-1.1,59.4,0,0,0,,,21.8,21.8,10.7,3.9,1021.9,76.6,,,,2000-04-02T06:08:10,2000-04-02T18:48:28,obs
"38.25085,128.89098",2000-04-03,12.3,2.9,7,2.5,73.3,0,0,0,,,13.7,13.7,7.5,1.4,1021,33.3,,,,2000-04-03T06:06:39,2000-04-03T18:49:24,obs
"38.25085,128.89098",2000-04-04,17.8,3.9,10.1,3.9,67.7,0,0,0,,,18.4,18.4,11.4,5.4,1014.8,67.5,,,,2000-04-04T06:05:08,2000-04-04T18:50:20,obs
"38.25085,128.89098",2000-04-05,15.5,6.3,10.4,-1.1,45.6,0.091,100,4.17,,,28,28,18.2,8.9,1009.5,62,,,,2000-04-05T06:03:37,2000-04-05T18:51:15,obs
"38.25085,128.89098",2000-04-06,13.1,3.6,8.6,-4.3,40.8,0,0,0,,,28.5,28.5,12.6,3.6,1016.4,0,,,,2000-04-06T06:02:07,2000-04-06T18:52:11,obs
"38.25085,128.89098",2000-04-07,15.4,7,10.9,-7.5,28.5,0,0,0,,,72.4,72.4,39.8,12.9,1010.9,17.3,,,,2000-04-07T06:00:37,2000-04-07T18:53:07,obs
"38.25085,128.89098",2000-04-08,12.3,4.7,8.2,-6.7,35.9,0,0,0,,,19.8,19.8,12.5,5,1021.6,0,,,,2000-04-08T05:59:08,2000-04-08T18:54:03,obs
"38.25085,128.89098",2000-04-09,16.8,3.5,10.7,0.2,49.7,0,0,0,,,18.4,18.4,8,2.1,1015.4,61.9,,,,2000-04-09T05:57:39,2000-04-09T18:54:59,obs
"38.25085,128.89098",2000-04-10,12.7,4.1,8.9,-4.1,42.8,0.386,100,4.17,,,50.3,50.3,28.3,7.8,1005.9,48.2,,,,2000-04-10T05:56:11,2000-04-10T18:55:56,obs
"38.25085,128.89098",2000-04-11,20.1,3.1,10.5,-6.7,29.9,0,0,0,,,48.1,48.1,32.7,18.1,1006.5,3.3,,,,2000-04-11T05:54:43,2000-04-11T18:56:52,obs
"38.25085,128.89098",2000-04-12,22.1,10.9,16,-0.9,31.9,0,0,0,,,49.9,49.9,33,16.8,1002.2,54.5,,,,2000-04-12T05:53:16,2000-04-12T18:57:48,obs
"38.25085,128.89098",2000-04-13,21.1,11,16.1,2.5,40.6,0,0,0,,,28,28,19.5,12.1,1004.8,50.2,,,,2000-04-13T05:51:49,2000-04-13T18:58:44,obs
"38.25085,128.89098",2000-04-14,14.1,6.9,10.9,0.3,48.6,0,0,0,,,21.5,21.5,10.9,1.8,1011.4,79.1,,,,2000-04-14T05:50:23,2000-04-14T18:59:40,obs
"38.25085,128.89098",2000-04-15,8.7,5.1,7.4,3.7,78.6,10.474,100,8.33,0,,16,16,8.5,0.7,1011.7,94.7,,,,2000-04-15T05:48:57,2000-04-15T19:00:36,obs
"38.25085,128.89098",2000-04-16,12.3,3.1,7.8,4,78,0.2,100,4.17,,,20,20,10.3,3.3,,39.9,,,,2000-04-16T05:47:33,2000-04-16T19:01:32,obs
"38.25085,128.89098",2000-04-17,11.7,3.7,8.7,4.8,76.4,0,0,0,,,14.1,14.1,9.1,3.5,,38.9,,,,2000-04-17T05:46:08,2000-04-17T19:02:29,obs
"38.25085,128.89098",2000-04-18,15.5,6.4,10.8,4.1,66.3,0.135,100,4.17,,,15.4,15.4,9.5,3.6,1013.2,86.7,,,,2000-04-18T05:44:45,2000-04-18T19:03:25,obs
"38.25085,128.89098",2000-04-19,16.7,7.3,10,4.7,74.9,7.989,100,8.33,,,23.8,23.8,15.4,7,,97.9,,,,2000-04-19T05:43:22,2000-04-19T19:04:21,obs
"38.25085,128.89098",2000-04-20,10,6.9,8.3,6.4,87.9,0.4,100,8.33,,,13.2,13.2,8.7,2.1,,97.6,,,,2000-04-20T05:42:01,2000-04-20T19:05:17,obs
"38.25085,128.89098",2000-04-21,11.9,8,9.6,7.9,89.5,2.442,100,4.17,,,11.8,11.8,7.4,3,,90.4,,,,2000-04-21T05:40:40,2000-04-21T19:06:14,obs
"38.25085,128.89098",2000-04-22,15.7,9.7,12.3,4,57.6,0,0,0,,,23.2,23.2,17.2,12.4,,47.8,,,,2000-04-22T05:39:19,2000-04-22T19:07:10,obs
"38.25085,128.89098",2000-04-23,14.4,8.7,11.4,-2.2,38.9,1.232,100,4.17,,,29.5,29.5,23.2,12.3,,25.2,,,,2000-04-23T05:38:00,2000-04-23T19:08:07,obs
"38.25085,128.89098",2000-04-24,18.4,9,12.8,-0.7,42.8,0,0,0,,,39.9,39.9,29.4,16.4,1000.7,35.1,,,,2000-04-24T05:36:42,2000-04-24T19:09:03,obs
"38.25085,128.89098",2000-04-25,19.8,12.2,15.9,0.9,37.4,0,0,0,,,20.9,20.9,12.1,2.9,1007.6,81.2,,,,2000-04-25T05:35:24,2000-04-25T19:09:59,obs
"38.25085,128.89098",2000-04-26,12.4,6.4,9,7.2,89.2,3.87,100,8.33,,,20.6,20.6,12.1,2.1,1002.5,97.9,,,,2000-04-26T05:34:08,2000-04-26T19:10:56,obs
"38.25085,128.89098",2000-04-27,7.2,4.9,6.3,5,91.6,2.308,100,8.33,1,,24.1,24.1,14.8,3.1,1007.6,95.5,,,,2000-04-27T05:32:52,2000-04-27T19:11:52,obs
"38.25085,128.89098",2000-04-28,14.1,3.3,7.7,4.1,79.7,0,0,0,,,10.7,10.7,8,3.3,1011.4,47.6,,,,2000-04-28T05:31:38,2000-04-28T19:12:48,obs
"38.25085,128.89098",2000-04-29,21,12.6,17.1,2.8,39.6,0,0,0,,,20.6,20.6,12.1,8.3,,20.2,,,,2000-04-29T05:30:25,2000-04-29T19:13:45,obs
"38.25085,128.89098",2000-04-30,18.2,13.2,16.2,2.9,42.4,0.226,100,8.33,,,18.7,18.7,13.4,8,,69,,,,2000-04-30T05:29:12,2000-04-30T19:14:41,obs
"38.25085,128.89098",2000-05-01,13.6,8.3,11.4,6.6,73.8,4.225,100,8.33,,,15.9,15.9,10.2,5.7,,71.3,,,,2000-05-01T05:28:01,2000-05-01T19:15:37,obs
"38.25085,128.89098",2000-05-02,13.4,8,10.3,5.9,75.1,2.449,100,8.33,,,14.8,14.8,10.8,5.2,,69.3,,,,2000-05-02T05:26:51,2000-05-02T19:16:33,obs
"38.25085,128.89098",2000-05-03,18.6,8.4,14.1,6.2,59.9,0,0,0,,,11.9,11.9,8,6,,3.1,,,,2000-05-03T05:25:42,2000-05-03T19:17:29,obs
"38.25085,128.89098",2000-05-04,15.5,10.9,13.1,7.6,70.5,0.2,100,4.17,,,11.2,11.2,8,5.4,,43.9,,,,2000-05-04T05:24:35,2000-05-04T19:18:25,obs
"38.25085,128.89098",2000-05-05,12.4,7.8,10.3,8.4,88.1,0.775,100,4.17,,,21.6,21.6,12.3,2.1,1013.4,89.1,,,,2000-05-05T05:23:28,2000-05-05T19:19:20,obs
"38.25085,128.89098",2000-05-06,12.3,8.3,10,8,87.3,5.307,100,8.33,,,18.4,18.4,10.2,3.6,1014.6,81.9,,,,2000-05-06T05:22:23,2000-05-06T19:20:16,obs
"38.25085,128.89098",2000-05-07,17.2,6.3,12.3,6.7,69.4,0,0,0,,,23,23,10.1,1.4,1013.9,36.7,,,,2000-05-07T05:21:19,2000-05-07T19:21:11,obs
"38.25085,128.89098",2000-05-08,28.3,9.4,16.7,8.6,63.4,0.474,100,4.17,,,27.7,27.7,14.7,6,1013.1,28.4,,,,2000-05-08T05:20:16,2000-05-08T19:22:06,obs
"38.25085,128.89098",2000-05-09,12.1,9.4,10.2,9,92.8,1.096,100,8.33,,,19.4,19.4,11.6,1.4,1017.4,92.6,,,,2000-05-09T05:19:15,2000-05-09T19:23:01,obs
"38.25085,128.89098",2000-05-10,11.6,8.8,10.1,9.1,93.1,6.462,100,8.33,,,18.4,18.4,7.4,1.4,1009.9,96.8,,,,2000-05-10T05:18:15,2000-05-10T19:23:56,obs
